target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
fulfill,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to **fulfill** their dreams and their goals.,"['achieve', 'accomplish', 'realize', 'attain', 'actualize']",[],"['accomplish', 'attain', 'actualize']","['achieve', 'realize']",3,"[3, 4, 6]","[1, 1]",These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,fulfill,accomplish,235,prolex,fulfill,accomplish,138,145,"[{""target2"": ""examples"", ""target2_offset"": 6, ""target2_end"": 14, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""cases"", ""instances"", ""lessons"", ""models"", ""exercises"", ""illustrations"", ""representatives""]}, {""target2"": ""demonstrated"", ""target2_offset"": 15, ""target2_end"": 27, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""showed"", ""proved"", ""presented"", ""established"", ""evidenced"", ""manifested"", ""exhibited"", ""marched""]}, {""target2"": ""person"", ""target2_offset"": 35, ""target2_end"": 41, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""decide"", ""target2_offset"": 68, ""target2_end"": 74, ""target2_pos"": ""VBP"", ""target2_rank"": 11, ""candidates"": [""settle"", ""determine"", ""resolve""]}, {""target2"": ""things"", ""target2_offset"": 86, ""target2_end"": 92, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""matters"", ""affairs""]}]",5,25,examples,instances,6,14,NNS,selected_conservative,Selected 'instances' for 'examples' from provided candidates; conservative synonym judged to preserve meaning and grammar.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to accomplish their dreams and their goals.,These instances demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to accomplish their dreams and their goals.
fulfill,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to **fulfill** their dreams and their goals.,"['achieve', 'accomplish', 'realize', 'attain', 'actualize']",[],"['accomplish', 'attain', 'actualize']","['achieve', 'realize']",3,"[3, 4, 6]","[1, 1]",These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,fulfill,realize,236,prolex,fulfill,realize,138,145,"[{""target2"": ""examples"", ""target2_offset"": 6, ""target2_end"": 14, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""cases"", ""instances"", ""lessons"", ""models"", ""exercises"", ""illustrations"", ""representatives""]}, {""target2"": ""demonstrated"", ""target2_offset"": 15, ""target2_end"": 27, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""showed"", ""proved"", ""presented"", ""established"", ""evidenced"", ""manifested"", ""exhibited"", ""marched""]}, {""target2"": ""person"", ""target2_offset"": 35, ""target2_end"": 41, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""decide"", ""target2_offset"": 68, ""target2_end"": 74, ""target2_pos"": ""VBP"", ""target2_rank"": 11, ""candidates"": [""settle"", ""determine"", ""resolve""]}, {""target2"": ""things"", ""target2_offset"": 86, ""target2_end"": 92, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""matters"", ""affairs""]}]",5,25,examples,instances,6,14,NNS,selected_conservative,Selected 'instances' for 'examples' from provided candidates; conservative synonym judged to preserve meaning and grammar.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to realize their dreams and their goals.,These instances demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to realize their dreams and their goals.
fulfill,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to **fulfill** their dreams and their goals.,"['achieve', 'accomplish', 'realize', 'attain', 'actualize']",[],"['accomplish', 'attain', 'actualize']","['achieve', 'realize']",3,"[3, 4, 6]","[1, 1]",These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,fulfill,attain,237,prolex,fulfill,attain,138,145,"[{""target2"": ""examples"", ""target2_offset"": 6, ""target2_end"": 14, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""cases"", ""instances"", ""lessons"", ""models"", ""exercises"", ""illustrations"", ""representatives""]}, {""target2"": ""demonstrated"", ""target2_offset"": 15, ""target2_end"": 27, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""showed"", ""proved"", ""presented"", ""established"", ""evidenced"", ""manifested"", ""exhibited"", ""marched""]}, {""target2"": ""person"", ""target2_offset"": 35, ""target2_end"": 41, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""decide"", ""target2_offset"": 68, ""target2_end"": 74, ""target2_pos"": ""VBP"", ""target2_rank"": 11, ""candidates"": [""settle"", ""determine"", ""resolve""]}, {""target2"": ""things"", ""target2_offset"": 86, ""target2_end"": 92, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""matters"", ""affairs""]}]",5,25,examples,instances,6,14,NNS,selected_conservative,Selected 'instances' for 'examples' from provided candidates; conservative synonym judged to preserve meaning and grammar.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to attain their dreams and their goals.,These instances demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to attain their dreams and their goals.
fulfill,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to **fulfill** their dreams and their goals.,"['achieve', 'accomplish', 'realize', 'attain', 'actualize']",[],"['accomplish', 'attain', 'actualize']","['achieve', 'realize']",3,"[3, 4, 6]","[1, 1]",These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to fulfill their dreams and their goals.,fulfill,actualize,238,prolex,fulfill,actualize,138,145,"[{""target2"": ""examples"", ""target2_offset"": 6, ""target2_end"": 14, ""target2_pos"": ""NNS"", ""target2_rank"": 1, ""candidates"": [""cases"", ""instances"", ""lessons"", ""models"", ""exercises"", ""illustrations"", ""representatives""]}, {""target2"": ""demonstrated"", ""target2_offset"": 15, ""target2_end"": 27, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""showed"", ""proved"", ""presented"", ""established"", ""evidenced"", ""manifested"", ""exhibited"", ""marched""]}, {""target2"": ""person"", ""target2_offset"": 35, ""target2_end"": 41, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""decide"", ""target2_offset"": 68, ""target2_end"": 74, ""target2_pos"": ""VBP"", ""target2_rank"": 11, ""candidates"": [""settle"", ""determine"", ""resolve""]}, {""target2"": ""things"", ""target2_offset"": 86, ""target2_end"": 92, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""matters"", ""affairs""]}]",5,25,examples,instances,6,14,NNS,selected_conservative,Selected 'instances' for 'examples' from provided candidates; conservative synonym judged to preserve meaning and grammar.,These examples demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to actualize their dreams and their goals.,These instances demonstrated that a person can be successful if they decide to try new things and take all the necessary risks in order to actualize their dreams and their goals.
likes,The young people or the older people can enjoy life around their **likes**.,"['preferences', 'interests', 'tastes', 'inclinations', 'predilections']",[],"['preferences', 'inclinations', 'predilections']","['interests', 'tastes']",2,"[3, 5, 5]","[0, 1]",The young people or the older people can enjoy life around their likes.,likes,preferences,244,prolex,likes,preferences,65,70,"[{""target2"": ""young"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""older"", ""target2_offset"": 24, ""target2_end"": 29, ""target2_pos"": ""JJR"", ""target2_rank"": 5, ""candidates"": [""old"", ""former"", ""elderly"", ""aged"", ""elder"", ""senior"", ""previous"", ""sometime""]}, {""target2"": ""people"", ""target2_offset"": 30, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""love"", ""revel"", ""delight""]}]",5,18,young,youthful,4,9,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,The young people or the older people can enjoy life around their preferences.,The youthful people or the older people can enjoy life around their preferences.
likes,The young people or the older people can enjoy life around their **likes**.,"['preferences', 'interests', 'tastes', 'inclinations', 'predilections']",[],"['preferences', 'inclinations', 'predilections']","['interests', 'tastes']",2,"[3, 5, 5]","[0, 1]",The young people or the older people can enjoy life around their likes.,likes,interests,245,prolex,likes,interests,65,70,"[{""target2"": ""young"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""older"", ""target2_offset"": 24, ""target2_end"": 29, ""target2_pos"": ""JJR"", ""target2_rank"": 5, ""candidates"": [""old"", ""former"", ""elderly"", ""aged"", ""elder"", ""senior"", ""previous"", ""sometime""]}, {""target2"": ""people"", ""target2_offset"": 30, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""love"", ""revel"", ""delight""]}]",5,18,young,youthful,4,9,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,The young people or the older people can enjoy life around their interests.,The youthful people or the older people can enjoy life around their interests.
likes,The young people or the older people can enjoy life around their **likes**.,"['preferences', 'interests', 'tastes', 'inclinations', 'predilections']",[],"['preferences', 'inclinations', 'predilections']","['interests', 'tastes']",2,"[3, 5, 5]","[0, 1]",The young people or the older people can enjoy life around their likes.,likes,tastes,246,prolex,likes,tastes,65,70,"[{""target2"": ""young"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""older"", ""target2_offset"": 24, ""target2_end"": 29, ""target2_pos"": ""JJR"", ""target2_rank"": 5, ""candidates"": [""old"", ""former"", ""elderly"", ""aged"", ""elder"", ""senior"", ""previous"", ""sometime""]}, {""target2"": ""people"", ""target2_offset"": 30, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""love"", ""revel"", ""delight""]}]",5,18,young,youthful,4,9,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,The young people or the older people can enjoy life around their tastes.,The youthful people or the older people can enjoy life around their tastes.
likes,The young people or the older people can enjoy life around their **likes**.,"['preferences', 'interests', 'tastes', 'inclinations', 'predilections']",[],"['preferences', 'inclinations', 'predilections']","['interests', 'tastes']",2,"[3, 5, 5]","[0, 1]",The young people or the older people can enjoy life around their likes.,likes,inclinations,247,prolex,likes,inclinations,65,70,"[{""target2"": ""young"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""older"", ""target2_offset"": 24, ""target2_end"": 29, ""target2_pos"": ""JJR"", ""target2_rank"": 5, ""candidates"": [""old"", ""former"", ""elderly"", ""aged"", ""elder"", ""senior"", ""previous"", ""sometime""]}, {""target2"": ""people"", ""target2_offset"": 30, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""love"", ""revel"", ""delight""]}]",5,18,young,youthful,4,9,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,The young people or the older people can enjoy life around their inclinations.,The youthful people or the older people can enjoy life around their inclinations.
likes,The young people or the older people can enjoy life around their **likes**.,"['preferences', 'interests', 'tastes', 'inclinations', 'predilections']",[],"['preferences', 'inclinations', 'predilections']","['interests', 'tastes']",2,"[3, 5, 5]","[0, 1]",The young people or the older people can enjoy life around their likes.,likes,predilections,248,prolex,likes,predilections,65,70,"[{""target2"": ""young"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""JJ"", ""target2_rank"": 1, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""older"", ""target2_offset"": 24, ""target2_end"": 29, ""target2_pos"": ""JJR"", ""target2_rank"": 5, ""candidates"": [""old"", ""former"", ""elderly"", ""aged"", ""elder"", ""senior"", ""previous"", ""sometime""]}, {""target2"": ""people"", ""target2_offset"": 30, ""target2_end"": 36, ""target2_pos"": ""NNS"", ""target2_rank"": 6, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""enjoy"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""love"", ""revel"", ""delight""]}]",5,18,young,youthful,4,9,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,The young people or the older people can enjoy life around their predilections.,The youthful people or the older people can enjoy life around their predilections.
risky,there can  not  be any  scientists  who could make  his invention  without trying  **risky** experiments.,"['hazardous', 'perilous', 'dangerous']","['uncertain', 'daring']","['hazardous', 'perilous']",['dangerous'],3,"[4, 5]",[0],there can  not  be any  scientists  who could make  his invention  without trying  risky experiments.,risky,hazardous,249,prolex,risky,hazardous,83,88,"[{""target2"": ""make"", ""target2_offset"": 46, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""invention"", ""target2_offset"": 56, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""innovation"", ""conception"", ""design""]}, {""target2"": ""trying"", ""target2_offset"": 75, ""target2_end"": 81, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}]",3,42,trying,attempting,75,81,VBG,selected_conservative,Selected 'attempting' for 'trying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,there can  not  be any  scientists  who could make  his invention  without trying  hazardous experiments.,there can  not  be any  scientists  who could make  his invention  without attempting  hazardous experiments.
risky,there can  not  be any  scientists  who could make  his invention  without trying  **risky** experiments.,"['hazardous', 'perilous', 'dangerous']","['uncertain', 'daring']","['hazardous', 'perilous']",['dangerous'],3,"[4, 5]",[0],there can  not  be any  scientists  who could make  his invention  without trying  risky experiments.,risky,perilous,250,prolex,risky,perilous,83,88,"[{""target2"": ""make"", ""target2_offset"": 46, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""invention"", ""target2_offset"": 56, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""innovation"", ""conception"", ""design""]}, {""target2"": ""trying"", ""target2_offset"": 75, ""target2_end"": 81, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}]",3,42,trying,attempting,75,81,VBG,selected_conservative,Selected 'attempting' for 'trying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,there can  not  be any  scientists  who could make  his invention  without trying  perilous experiments.,there can  not  be any  scientists  who could make  his invention  without attempting  perilous experiments.
risky,there can  not  be any  scientists  who could make  his invention  without trying  **risky** experiments.,"['hazardous', 'perilous', 'dangerous']","['uncertain', 'daring']","['hazardous', 'perilous']",['dangerous'],3,"[4, 5]",[0],there can  not  be any  scientists  who could make  his invention  without trying  risky experiments.,risky,dangerous,251,prolex,risky,dangerous,83,88,"[{""target2"": ""make"", ""target2_offset"": 46, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""invention"", ""target2_offset"": 56, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""innovation"", ""conception"", ""design""]}, {""target2"": ""trying"", ""target2_offset"": 75, ""target2_end"": 81, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""attempting"", ""seeking"", ""testing"", ""hearing"", ""sampling"", ""tasting"", ""examining"", ""judging"", ""proving"", ""rendering""]}]",3,42,trying,attempting,75,81,VBG,selected_conservative,Selected 'attempting' for 'trying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,there can  not  be any  scientists  who could make  his invention  without trying  dangerous experiments.,there can  not  be any  scientists  who could make  his invention  without attempting  dangerous experiments.
expectations,"On the other hand, as I am a young man, I have many **expectations** from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","['aspirations', 'hopes', 'dreams', 'ambitions', 'goals']",[],['aspirations'],"['hopes', 'dreams', 'ambitions', 'goals']",3,[4],"[1, 1, 2, 1]","On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,aspirations,257,prolex,expectations,aspirations,52,64,"[{""target2"": ""other"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""hand"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""handwriting"", ""paw"", ""deal"", ""mitt"", ""script""]}, {""target2"": ""young"", ""target2_offset"": 29, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""life"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""obtain"", ""target2_offset"": 90, ""target2_end"": 96, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""get"", ""receive"", ""find"", ""prevail"", ""hold"", ""incur""]}]",5,22,young,youthful,29,34,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"On the other hand, as I am a young man, I have many aspirations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a youthful man, I have many aspirations from life and if I don't obtain any of them, I will easily hate life and I will be depressed."
expectations,"On the other hand, as I am a young man, I have many **expectations** from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","['aspirations', 'hopes', 'dreams', 'ambitions', 'goals']",[],['aspirations'],"['hopes', 'dreams', 'ambitions', 'goals']",3,[4],"[1, 1, 2, 1]","On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,hopes,258,prolex,expectations,hopes,52,64,"[{""target2"": ""other"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""hand"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""handwriting"", ""paw"", ""deal"", ""mitt"", ""script""]}, {""target2"": ""young"", ""target2_offset"": 29, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""life"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""obtain"", ""target2_offset"": 90, ""target2_end"": 96, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""get"", ""receive"", ""find"", ""prevail"", ""hold"", ""incur""]}]",5,22,young,youthful,29,34,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"On the other hand, as I am a young man, I have many hopes from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a youthful man, I have many hopes from life and if I don't obtain any of them, I will easily hate life and I will be depressed."
expectations,"On the other hand, as I am a young man, I have many **expectations** from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","['aspirations', 'hopes', 'dreams', 'ambitions', 'goals']",[],['aspirations'],"['hopes', 'dreams', 'ambitions', 'goals']",3,[4],"[1, 1, 2, 1]","On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,dreams,259,prolex,expectations,dreams,52,64,"[{""target2"": ""other"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""hand"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""handwriting"", ""paw"", ""deal"", ""mitt"", ""script""]}, {""target2"": ""young"", ""target2_offset"": 29, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""life"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""obtain"", ""target2_offset"": 90, ""target2_end"": 96, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""get"", ""receive"", ""find"", ""prevail"", ""hold"", ""incur""]}]",5,22,young,youthful,29,34,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"On the other hand, as I am a young man, I have many dreams from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a youthful man, I have many dreams from life and if I don't obtain any of them, I will easily hate life and I will be depressed."
expectations,"On the other hand, as I am a young man, I have many **expectations** from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","['aspirations', 'hopes', 'dreams', 'ambitions', 'goals']",[],['aspirations'],"['hopes', 'dreams', 'ambitions', 'goals']",3,[4],"[1, 1, 2, 1]","On the other hand, as I am a young man, I have many expectations from life and if I don't obtain any of them, I will easily hate life and I will be depressed.",expectations,ambitions,260,prolex,expectations,ambitions,52,64,"[{""target2"": ""other"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""hand"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""handwriting"", ""paw"", ""deal"", ""mitt"", ""script""]}, {""target2"": ""young"", ""target2_offset"": 29, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""youthful"", ""new"", ""immature""]}, {""target2"": ""life"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""living"", ""spirit"", ""biography"", ""lifetime"", ""lifespan"", ""animation""]}, {""target2"": ""obtain"", ""target2_offset"": 90, ""target2_end"": 96, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""get"", ""receive"", ""find"", ""prevail"", ""hold"", ""incur""]}]",5,22,young,youthful,29,34,JJ,selected_conservative,Selected 'youthful' for 'young' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"On the other hand, as I am a young man, I have many ambitions from life and if I don't obtain any of them, I will easily hate life and I will be depressed.","On the other hand, as I am a youthful man, I have many ambitions from life and if I don't obtain any of them, I will easily hate life and I will be depressed."
