target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
book,You can know what the author mainly mentions in the **book** because of the ideas and concepts.,"['publication', 'text']","['volume', 'tome', 'manuscript']","['publication', 'text']",[],0,"[3, 0]",[],You can know what the author mainly mentions in the book because of the ideas and concepts.,book,publication,336,prolex,book,publication,52,56,"[{""target2"": ""know"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""author"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""writer"", ""source"", ""generator""]}, {""target2"": ""mainly"", ""target2_offset"": 29, ""target2_end"": 35, ""target2_pos"": ""RB"", ""target2_rank"": 6, ""candidates"": [""primarily"", ""chiefly"", ""principally""]}, {""target2"": ""mentions"", ""target2_offset"": 36, ""target2_end"": 44, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""references"", ""quotations"", ""cites"", ""credits"", ""citations""]}, {""target2"": ""ideas"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""thoughts"", ""estimates"", ""approximations"", ""minds"", ""themes""]}]",5,28,author,writer,22,28,NN,selected_conservative,Selected 'writer' for 'author' from provided candidates; conservative synonym judged to preserve meaning and grammar.,You can know what the author mainly mentions in the publication because of the ideas and concepts.,You can know what the writer mainly mentions in the publication because of the ideas and concepts.
book,You can know what the author mainly mentions in the **book** because of the ideas and concepts.,"['publication', 'text']","['volume', 'tome', 'manuscript']","['publication', 'text']",[],0,"[3, 0]",[],You can know what the author mainly mentions in the book because of the ideas and concepts.,book,text,337,prolex,book,text,52,56,"[{""target2"": ""know"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""author"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""writer"", ""source"", ""generator""]}, {""target2"": ""mainly"", ""target2_offset"": 29, ""target2_end"": 35, ""target2_pos"": ""RB"", ""target2_rank"": 6, ""candidates"": [""primarily"", ""chiefly"", ""principally""]}, {""target2"": ""mentions"", ""target2_offset"": 36, ""target2_end"": 44, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""references"", ""quotations"", ""cites"", ""credits"", ""citations""]}, {""target2"": ""ideas"", ""target2_offset"": 72, ""target2_end"": 77, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""thoughts"", ""estimates"", ""approximations"", ""minds"", ""themes""]}]",5,28,author,writer,22,28,NN,selected_conservative,Selected 'writer' for 'author' from provided candidates; conservative synonym judged to preserve meaning and grammar.,You can know what the author mainly mentions in the text because of the ideas and concepts.,You can know what the writer mainly mentions in the text because of the ideas and concepts.
category,They should expand a job which is the same **category** from before they succeeded.,"['class', 'type', 'sector']","['group', 'division']",['sector'],"['class', 'type']",2,[3],"[0, 0]",They should expand a job which is the same category from before they succeeded.,category,class,338,prolex,category,class,43,51,"[{""target2"": ""expand"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""flourish"", ""elaborate"", ""thrive"", ""extend"", ""enlarge"", ""boom"", ""amplify""]}, {""target2"": ""same"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""like""]}, {""target2"": ""succeeded"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBD"", ""target2_rank"": 13, ""candidates"": [""succeed"", ""followed""]}]",3,10,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,They should expand a job which is the same class from before they succeeded.,
category,They should expand a job which is the same **category** from before they succeeded.,"['class', 'type', 'sector']","['group', 'division']",['sector'],"['class', 'type']",2,[3],"[0, 0]",They should expand a job which is the same category from before they succeeded.,category,type,339,prolex,category,type,43,51,"[{""target2"": ""expand"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""flourish"", ""elaborate"", ""thrive"", ""extend"", ""enlarge"", ""boom"", ""amplify""]}, {""target2"": ""same"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""like""]}, {""target2"": ""succeeded"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBD"", ""target2_rank"": 13, ""candidates"": [""succeed"", ""followed""]}]",3,10,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,They should expand a job which is the same type from before they succeeded.,
category,They should expand a job which is the same **category** from before they succeeded.,"['class', 'type', 'sector']","['group', 'division']",['sector'],"['class', 'type']",2,[3],"[0, 0]",They should expand a job which is the same category from before they succeeded.,category,sector,340,prolex,category,sector,43,51,"[{""target2"": ""expand"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""flourish"", ""elaborate"", ""thrive"", ""extend"", ""enlarge"", ""boom"", ""amplify""]}, {""target2"": ""same"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""like""]}, {""target2"": ""succeeded"", ""target2_offset"": 69, ""target2_end"": 78, ""target2_pos"": ""VBD"", ""target2_rank"": 13, ""candidates"": [""succeed"", ""followed""]}]",3,10,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,They should expand a job which is the same sector from before they succeeded.,
crazy,"So if you consider the future day-to-day technology is improving a lot . So,people are **crazy** about buying a car,especially recently settled people.","['enthusiastic', 'passionate', 'keen', 'excited', 'eager']",[],"['enthusiastic', 'passionate', 'keen', 'eager']",['excited'],1,"[3, 3, 2, 3]",[0],"So if you consider the future day-to-day technology is improving a lot . So,people are crazy about buying a car,especially recently settled people.",crazy,enthusiastic,341,prolex,crazy,enthusiastic,87,92,"[{""target2"": ""consider"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""think"", ""believe"", ""see"", ""regard"", ""take"", ""view"", ""deal"", ""study"", ""conceive"", ""count"", ""weigh"", ""debate"", ""reckon"", ""moot"", ""deliberate""]}, {""target2"": ""future"", ""target2_offset"": 23, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""technology"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""engineering""]}, {""target2"": ""people"", ""target2_offset"": 76, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""buying"", ""target2_offset"": 99, ""target2_end"": 105, ""target2_pos"": ""VBG"", ""target2_rank"": 19, ""candidates"": [""purchasing""]}]",5,20,buying,purchasing,99,105,VBG,selected_conservative,Selected 'purchasing' for 'buying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"So if you consider the future day-to-day technology is improving a lot . So,people are enthusiastic about buying a car,especially recently settled people.","So if you consider the future day-to-day technology is improving a lot . So,people are enthusiastic about purchasing a car,especially recently settled people."
crazy,"So if you consider the future day-to-day technology is improving a lot . So,people are **crazy** about buying a car,especially recently settled people.","['enthusiastic', 'passionate', 'keen', 'excited', 'eager']",[],"['enthusiastic', 'passionate', 'keen', 'eager']",['excited'],1,"[3, 3, 2, 3]",[0],"So if you consider the future day-to-day technology is improving a lot . So,people are crazy about buying a car,especially recently settled people.",crazy,passionate,342,prolex,crazy,passionate,87,92,"[{""target2"": ""consider"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""think"", ""believe"", ""see"", ""regard"", ""take"", ""view"", ""deal"", ""study"", ""conceive"", ""count"", ""weigh"", ""debate"", ""reckon"", ""moot"", ""deliberate""]}, {""target2"": ""future"", ""target2_offset"": 23, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""technology"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""engineering""]}, {""target2"": ""people"", ""target2_offset"": 76, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""buying"", ""target2_offset"": 99, ""target2_end"": 105, ""target2_pos"": ""VBG"", ""target2_rank"": 19, ""candidates"": [""purchasing""]}]",5,20,buying,purchasing,99,105,VBG,selected_conservative,Selected 'purchasing' for 'buying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"So if you consider the future day-to-day technology is improving a lot . So,people are passionate about buying a car,especially recently settled people.","So if you consider the future day-to-day technology is improving a lot . So,people are passionate about purchasing a car,especially recently settled people."
crazy,"So if you consider the future day-to-day technology is improving a lot . So,people are **crazy** about buying a car,especially recently settled people.","['enthusiastic', 'passionate', 'keen', 'excited', 'eager']",[],"['enthusiastic', 'passionate', 'keen', 'eager']",['excited'],1,"[3, 3, 2, 3]",[0],"So if you consider the future day-to-day technology is improving a lot . So,people are crazy about buying a car,especially recently settled people.",crazy,keen,343,prolex,crazy,keen,87,92,"[{""target2"": ""consider"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""think"", ""believe"", ""see"", ""regard"", ""take"", ""view"", ""deal"", ""study"", ""conceive"", ""count"", ""weigh"", ""debate"", ""reckon"", ""moot"", ""deliberate""]}, {""target2"": ""future"", ""target2_offset"": 23, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""technology"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""engineering""]}, {""target2"": ""people"", ""target2_offset"": 76, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""buying"", ""target2_offset"": 99, ""target2_end"": 105, ""target2_pos"": ""VBG"", ""target2_rank"": 19, ""candidates"": [""purchasing""]}]",5,20,buying,purchasing,99,105,VBG,selected_conservative,Selected 'purchasing' for 'buying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"So if you consider the future day-to-day technology is improving a lot . So,people are keen about buying a car,especially recently settled people.","So if you consider the future day-to-day technology is improving a lot . So,people are keen about purchasing a car,especially recently settled people."
crazy,"So if you consider the future day-to-day technology is improving a lot . So,people are **crazy** about buying a car,especially recently settled people.","['enthusiastic', 'passionate', 'keen', 'excited', 'eager']",[],"['enthusiastic', 'passionate', 'keen', 'eager']",['excited'],1,"[3, 3, 2, 3]",[0],"So if you consider the future day-to-day technology is improving a lot . So,people are crazy about buying a car,especially recently settled people.",crazy,excited,344,prolex,crazy,excited,87,92,"[{""target2"": ""consider"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""think"", ""believe"", ""see"", ""regard"", ""take"", ""view"", ""deal"", ""study"", ""conceive"", ""count"", ""weigh"", ""debate"", ""reckon"", ""moot"", ""deliberate""]}, {""target2"": ""future"", ""target2_offset"": 23, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""technology"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""engineering""]}, {""target2"": ""people"", ""target2_offset"": 76, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""buying"", ""target2_offset"": 99, ""target2_end"": 105, ""target2_pos"": ""VBG"", ""target2_rank"": 19, ""candidates"": [""purchasing""]}]",5,20,buying,purchasing,99,105,VBG,selected_conservative,Selected 'purchasing' for 'buying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"So if you consider the future day-to-day technology is improving a lot . So,people are excited about buying a car,especially recently settled people.","So if you consider the future day-to-day technology is improving a lot . So,people are excited about purchasing a car,especially recently settled people."
crazy,"So if you consider the future day-to-day technology is improving a lot . So,people are **crazy** about buying a car,especially recently settled people.","['enthusiastic', 'passionate', 'keen', 'excited', 'eager']",[],"['enthusiastic', 'passionate', 'keen', 'eager']",['excited'],1,"[3, 3, 2, 3]",[0],"So if you consider the future day-to-day technology is improving a lot . So,people are crazy about buying a car,especially recently settled people.",crazy,eager,345,prolex,crazy,eager,87,92,"[{""target2"": ""consider"", ""target2_offset"": 10, ""target2_end"": 18, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""think"", ""believe"", ""see"", ""regard"", ""take"", ""view"", ""deal"", ""study"", ""conceive"", ""count"", ""weigh"", ""debate"", ""reckon"", ""moot"", ""deliberate""]}, {""target2"": ""future"", ""target2_offset"": 23, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""technology"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""engineering""]}, {""target2"": ""people"", ""target2_offset"": 76, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 15, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""buying"", ""target2_offset"": 99, ""target2_end"": 105, ""target2_pos"": ""VBG"", ""target2_rank"": 19, ""candidates"": [""purchasing""]}]",5,20,buying,purchasing,99,105,VBG,selected_conservative,Selected 'purchasing' for 'buying' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"So if you consider the future day-to-day technology is improving a lot . So,people are eager about buying a car,especially recently settled people.","So if you consider the future day-to-day technology is improving a lot . So,people are eager about purchasing a car,especially recently settled people."
position,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a **position** with a good remuneration.","['job', 'role', 'employment', 'profession', 'post']",[],"['role', 'employment', 'profession']","['job', 'post']",1,"[1, 2, 2]","[0, 0]","That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a position with a good remuneration.",position,job,346,prolex,position,job,118,126,"[{""target2"": ""important"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""JJ"", ""target2_rank"": 6, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}, {""target2"": ""make"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""good"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""choice"", ""target2_offset"": 46, ""target2_end"": 52, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""alternative"", ""selection"", ""pick"", ""option""]}, {""target2"": ""selecting"", ""target2_offset"": 58, ""target2_end"": 67, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""choosing"", ""taking""]}]",5,57,important,significant,21,30,JJ,selected_conservative,Selected 'significant' for 'important' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a job with a good remuneration.","That is why it is so significant to make a good choice when selecting a career, if not why it is so difficult to find a job with a good remuneration."
position,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a **position** with a good remuneration.","['job', 'role', 'employment', 'profession', 'post']",[],"['role', 'employment', 'profession']","['job', 'post']",1,"[1, 2, 2]","[0, 0]","That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a position with a good remuneration.",position,role,347,prolex,position,role,118,126,"[{""target2"": ""important"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""JJ"", ""target2_rank"": 6, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}, {""target2"": ""make"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""good"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""choice"", ""target2_offset"": 46, ""target2_end"": 52, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""alternative"", ""selection"", ""pick"", ""option""]}, {""target2"": ""selecting"", ""target2_offset"": 58, ""target2_end"": 67, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""choosing"", ""taking""]}]",5,57,important,significant,21,30,JJ,selected_conservative,Selected 'significant' for 'important' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a role with a good remuneration.","That is why it is so significant to make a good choice when selecting a career, if not why it is so difficult to find a role with a good remuneration."
position,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a **position** with a good remuneration.","['job', 'role', 'employment', 'profession', 'post']",[],"['role', 'employment', 'profession']","['job', 'post']",1,"[1, 2, 2]","[0, 0]","That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a position with a good remuneration.",position,employment,348,prolex,position,employment,118,126,"[{""target2"": ""important"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""JJ"", ""target2_rank"": 6, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}, {""target2"": ""make"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""good"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""choice"", ""target2_offset"": 46, ""target2_end"": 52, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""alternative"", ""selection"", ""pick"", ""option""]}, {""target2"": ""selecting"", ""target2_offset"": 58, ""target2_end"": 67, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""choosing"", ""taking""]}]",5,57,important,significant,21,30,JJ,selected_conservative,Selected 'significant' for 'important' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a employment with a good remuneration.","That is why it is so significant to make a good choice when selecting a career, if not why it is so difficult to find a employment with a good remuneration."
position,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a **position** with a good remuneration.","['job', 'role', 'employment', 'profession', 'post']",[],"['role', 'employment', 'profession']","['job', 'post']",1,"[1, 2, 2]","[0, 0]","That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a position with a good remuneration.",position,profession,349,prolex,position,profession,118,126,"[{""target2"": ""important"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""JJ"", ""target2_rank"": 6, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}, {""target2"": ""make"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""good"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""choice"", ""target2_offset"": 46, ""target2_end"": 52, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""alternative"", ""selection"", ""pick"", ""option""]}, {""target2"": ""selecting"", ""target2_offset"": 58, ""target2_end"": 67, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""choosing"", ""taking""]}]",5,57,important,significant,21,30,JJ,selected_conservative,Selected 'significant' for 'important' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a profession with a good remuneration.","That is why it is so significant to make a good choice when selecting a career, if not why it is so difficult to find a profession with a good remuneration."
position,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a **position** with a good remuneration.","['job', 'role', 'employment', 'profession', 'post']",[],"['role', 'employment', 'profession']","['job', 'post']",1,"[1, 2, 2]","[0, 0]","That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a position with a good remuneration.",position,post,350,prolex,position,post,118,126,"[{""target2"": ""important"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""JJ"", ""target2_rank"": 6, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}, {""target2"": ""make"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VB"", ""target2_rank"": 8, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""good"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""beneficial"", ""respectable"", ""effective"", ""well"", ""serious"", ""expert"", ""dear"", ""full"", ""sound"", ""upright"", ""practiced"", ""just"", ""near"", ""ripe"", ""safe"", ""right"", ""honest"", ""secure"", ""honorable""]}, {""target2"": ""choice"", ""target2_offset"": 46, ""target2_end"": 52, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""alternative"", ""selection"", ""pick"", ""option""]}, {""target2"": ""selecting"", ""target2_offset"": 58, ""target2_end"": 67, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""choosing"", ""taking""]}]",5,57,important,significant,21,30,JJ,selected_conservative,Selected 'significant' for 'important' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"That is why it is so important to make a good choice when selecting a career, if not why it is so difficult to find a post with a good remuneration.","That is why it is so significant to make a good choice when selecting a career, if not why it is so difficult to find a post with a good remuneration."
region,but one thing i disagree with is that people dont think about helping others and they will not encourage people who are in that **region**,"['area', 'locale', 'vicinity', 'territory']",['zone'],"['locale', 'vicinity', 'territory']",['area'],1,"[5, 5, 3]",[0],but one thing i disagree with is that people dont think about helping others and they will not encourage people who are in that region,region,area,351,prolex,region,area,128,134,"[{""target2"": ""thing"", ""target2_offset"": 8, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""matter"", ""affair""]}, {""target2"": ""disagree"", ""target2_offset"": 16, ""target2_end"": 24, ""target2_pos"": ""VBP"", ""target2_rank"": 4, ""candidates"": [""differ"", ""discord"", ""dissent""]}, {""target2"": ""people"", ""target2_offset"": 38, ""target2_end"": 44, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""think"", ""target2_offset"": 50, ""target2_end"": 55, ""target2_pos"": ""VBP"", ""target2_rank"": 10, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""helping"", ""target2_offset"": 62, ""target2_end"": 69, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""aiding"", ""serving"", ""assisting"", ""facilitating""]}]",5,23,disagree,differ,16,24,VBP,selected_conservative,Selected 'differ' for 'disagree' from provided candidates; conservative synonym judged to preserve meaning and grammar.,but one thing i disagree with is that people dont think about helping others and they will not encourage people who are in that area,but one thing i differ with is that people dont think about helping others and they will not encourage people who are in that area
