dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
swords,t:4ce61c863aeae3ab1ba2e1952b9585edd848dbc9,s:25397505472451dcd5f8e80149eabb8e83bf23e2,"This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the full year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",full,overall,This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the ," year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",106,ADJ,0.6,10,186,full,overall,106,110,"[{""target2"": ""year"", ""target2_offset"": 5, ""target2_end"": 9, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""yr"", ""class""]}, {""target2"": ""results"", ""target2_offset"": 12, ""target2_end"": 19, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""effects"", ""answers"", ""consequences"", ""outcomes"", ""solutions"", ""events"", ""issues"", ""solvents"", ""resolutions""]}, {""target2"": ""gain"", ""target2_offset"": 31, ""target2_end"": 35, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""increase"", ""profit"", ""addition"", ""amplification""]}, {""target2"": ""disposal"", ""target2_offset"": 60, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""administration"", ""disposition""]}, {""target2"": ""year"", ""target2_offset"": 111, ""target2_end"": 115, ""target2_pos"": ""NN"", ""target2_rank"": 21, ""candidates"": [""yr"", ""class""]}]",5,19,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the overall year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.","This year's results included a gain of $70.2 million on the disposal of seafood operations. Sales for the overall year were $6.6 billion, up 13% from $5.8 billion.  

Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:e9a94e8b0afeef2a18cea4b44a4bb26782dbc24a,s:c85cfb9376e2f91e36d35605c105f1e859d109f5,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate provides an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",provides,supply,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate "," an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",114,VERB,0.9,10,190,provides,supply,114,122,"[{""target2"": ""Stock"", ""target2_offset"": 37, ""target2_end"": 42, ""target2_pos"": ""NNP"", ""target2_rank"": 7, ""candidates"": [""Store"", ""Fund"", ""Line"", ""Inventory"", ""Blood"", ""Origin""]}, {""target2"": ""Exchange"", ""target2_offset"": 43, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Central""]}, {""target2"": ""shares"", ""target2_offset"": 62, ""target2_end"": 68, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""contributions"", ""parts"", ""percentages"", ""portions""]}, {""target2"": ""closed"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""VBD"", ""target2_rank"": 12, ""candidates"": [""folded"", ""concluded""]}, {""target2"": ""financial"", ""target2_offset"": 137, ""target2_end"": 146, ""target2_pos"": ""JJ"", ""target2_rank"": 24, ""candidates"": [""fiscal""]}]",5,14,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate supply an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.","In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate supply an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:bd67b32990fee0185d40b4437bc3aeb8371d99c5,s:7195f24c7690c2da2a305181117c1334c056bb2b,"The instant would have been improved had my baby shoes been cleaned before they
                    were encased. But as soon as I coughed, I laughed, and I did not try to kill
                    myself that night. 
            
            
                Let me begin again.",kill,off,"The instant would have been improved had my baby shoes been cleaned before they
                    were encased. But as soon as I coughed, I laughed, and I did not try to ","
                    myself that night. 
            
            
                Let me begin again.",172,VERB,0.7,10,191,kill,off,172,176,"[{""target2"": ""instant"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""moment"", ""wink"", ""minute"", ""flash"", ""second"", ""heartbeat""]}, {""target2"": ""improved"", ""target2_offset"": 28, ""target2_end"": 36, ""target2_pos"": ""VBN"", ""target2_rank"": 5, ""candidates"": [""amended""]}, {""target2"": ""baby"", ""target2_offset"": 44, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""infant"", ""child"", ""sister""]}, {""target2"": ""shoes"", ""target2_offset"": 49, ""target2_end"": 54, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""places""]}, {""target2"": ""cleaned"", ""target2_offset"": 60, ""target2_end"": 67, ""target2_pos"": ""VBN"", ""target2_rank"": 11, ""candidates"": [""picked""]}]",5,12,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"The instant would have been improved had my baby shoes been cleaned before they
                    were encased. But as soon as I coughed, I laughed, and I did not try to off
                    myself that night. 
            
            
                Let me begin again.","The instant would have been improved had my baby shoes been cleaned before they
                    were encased. But as soon as I coughed, I laughed, and I did not try to off
                    myself that night. 
            
            
                Let me begin again.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:796dee494e724e4447111463a683fc5041a45be5,s:b07dff299ad45c40f7a7458e408241e4e266f82b,"When my father died, a year after my mother, my sisters and I cleaned out their
                    apartment. We found our baby shoes protected in stopboxes. I took mine home,
                    where they sat above my computer while I worked on my first play.",protected,store,"When my father died, a year after my mother, my sisters and I cleaned out their
                    apartment. We found our baby shoes "," in stopboxes. I took mine home,
                    where they sat above my computer while I worked on my first play.",135,VERB,0.6,10,198,protected,store,135,144,"[{""target2"": ""father"", ""target2_offset"": 8, ""target2_end"": 14, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""founder"", ""don"", ""beginner""]}, {""target2"": ""died"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VBD"", ""target2_rank"": 3, ""candidates"": [""failed"", ""expired"", ""choked"", ""exited"", ""passed"", ""deceased""]}, {""target2"": ""year"", ""target2_offset"": 23, ""target2_end"": 27, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""yr"", ""class""]}, {""target2"": ""sisters"", ""target2_offset"": 48, ""target2_end"": 55, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""sis"", ""babies""]}, {""target2"": ""cleaned"", ""target2_offset"": 62, ""target2_end"": 69, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""picked""]}]",5,14,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"When my father died, a year after my mother, my sisters and I cleaned out their
                    apartment. We found our baby shoes store in stopboxes. I took mine home,
                    where they sat above my computer while I worked on my first play.","When my father died, a year after my mother, my sisters and I cleaned out their
                    apartment. We found our baby shoes store in stopboxes. I took mine home,
                    where they sat above my computer while I worked on my first play.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:30412009ce179f8ae4ac138adab8c25039eb3950,s:5e3dbd7591c53fd5df526d639fca2959de4b1286,"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.  

Sales fell 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.",fell,sink,"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.  

Sales "," 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.",94,VERB,0.6,10,199,fell,sink,94,98,"[{""target2"": ""paying"", ""target2_offset"": 8, ""target2_end"": 14, ""target2_pos"": ""VBG"", ""target2_rank"": 2, ""candidates"": [""giving"", ""bearing"", ""yielding""]}, {""target2"": ""year"", ""target2_offset"": 71, ""target2_end"": 75, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""yr"", ""class""]}, {""target2"": ""hurt"", ""target2_offset"": 137, ""target2_end"": 141, ""target2_pos"": ""VBN"", ""target2_rank"": 29, ""candidates"": [""suffered"", ""injured"", ""wounded"", ""offended""]}, {""target2"": ""disposal"", ""target2_offset"": 145, ""target2_end"": 153, ""target2_pos"": ""NN"", ""target2_rank"": 31, ""candidates"": [""administration"", ""disposition""]}, {""target2"": ""operations"", ""target2_offset"": 157, ""target2_end"": 167, ""target2_pos"": ""NNS"", ""target2_rank"": 33, ""candidates"": [""procedures"", ""process"", ""surgeries"", ""performances""]}]",5,15,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.  

Sales sink 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.","Reed is paying an interim dividend of 4.6 pence, up 15% from 4 pence a year earlier.  

Sales sink 20% to #722 million.  

Earnings were hurt by disposal of operations in its restructuring, Reed said.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:981047bca416c04a2a07efd334fb278d4ba01017,s:c0120671a9dc252a796ca2199d9b5f216652d78e,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""
This comes from a man whose brother, Guillermo, was murdered in 1986.",war,battle,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this ",".""
This comes from a man whose brother, Guillermo, was murdered in 1986.",269,NOUN,0.8,10,201,war,battle,269,272,"[{""target2"": ""shaken"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""VBN"", ""target2_rank"": 9, ""candidates"": [""stimulated"", ""excited"", ""agitated""]}, {""target2"": ""issued"", ""target2_offset"": 75, ""target2_end"": 81, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""published"", ""emerged"", ""released""]}, {""target2"": ""statement"", ""target2_offset"": 84, ""target2_end"": 93, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""argument"", ""assertion"", ""command"", ""instruction""]}, {""target2"": ""saying"", ""target2_offset"": 94, ""target2_end"": 100, ""target2_pos"": ""VBG"", ""target2_rank"": 17, ""candidates"": [""telling"", ""stating"", ""ordering"", ""reading"", ""alleging""]}, {""target2"": ""cease"", ""target2_offset"": 115, ""target2_end"": 120, ""target2_pos"": ""VB"", ""target2_rank"": 23, ""candidates"": [""stop"", ""end"", ""quit"", ""finish"", ""terminate""]}]",5,20,statement,assertion,84,93,NN,selected,high-confidence synonym from provided candidates,"At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a statement saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this battle.""
This comes from a man whose brother, Guillermo, was murdered in 1986.","At Monterrey, publisher Luis Gabriel Cano, although shaken by the murders, issued a assertion saying: ""We will not cease our fight against drug trafficking.
They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this battle.""
This comes from a man whose brother, Guillermo, was murdered in 1986.",obvious_article_error
swords,t:e75fab9e2cbf0c77f57251d787fd0c348a43a56f,s:dba887517cf5180db509c41b7916c88e5d3f3135,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, shows ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",shows,reveal,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, "," ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",120,VERB,0.7,10,203,shows,reveal,120,125,"[{""target2"": ""attract"", ""target2_offset"": 19, ""target2_end"": 26, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""pull"", ""appeal"", ""draw""]}, {""target2"": ""relatively"", ""target2_offset"": 27, ""target2_end"": 37, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""comparatively""]}, {""target2"": ""ballot"", ""target2_offset"": 42, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""vote"", ""voting""]}, {""target2"": ""fall"", ""target2_offset"": 70, ""target2_end"": 74, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""autumn"", ""dusk"", ""drop"", ""dip"", ""pin"", ""spill"", ""decline"", ""descent"", ""surrender""]}, {""target2"": ""total"", ""target2_offset"": 75, ""target2_end"": 80, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""amount"", ""sum"", ""aggregate"", ""totality""]}]",5,19,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, reveal ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.","Odd-year elections attract relatively few ballot issues. But the 1989 fall total of 80, while well below 1988 activity, reveal ""a steady ratcheting up in citizen referenda and initiatives,"" says Patrick McGuigan, editor of Family, Law and Democracy Report. He says the 10 citizen-sparked issues on state ballots this fall represent the most in any odd-year this decade.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:86d42ebccbd8a6ba77e7ed1cc5be338770effb40,s:ec7bc6ee8755515af780bc71665f74786621c3ed,"I'll see Emil home."" 
                 ""Yes,"" I said, ""Do that,"" and did not care what she did, or why. 
                 Emil asked, ""You're all right?""",said,utter,"I'll see Emil home."" 
                 ""Yes,"" I ",", ""Do that,"" and did not care what she did, or why. 
                 Emil asked, ""You're all right?""",48,VERB,0.8,10,205,said,utter,48,52,"[{""target2"": ""care"", ""target2_offset"": 77, ""target2_end"": 81, ""target2_pos"": ""VB"", ""target2_rank"": 21, ""candidates"": [""like"", ""handle"", ""wish"", ""worry"", ""manage"", ""deal""]}, {""target2"": ""asked"", ""target2_offset"": 127, ""target2_end"": 132, ""target2_pos"": ""VBD"", ""target2_rank"": 29, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}, {""target2"": ""right"", ""target2_offset"": 146, ""target2_end"": 151, ""target2_pos"": ""JJ"", ""target2_rank"": 35, ""candidates"": [""correct"", ""proper"", ""good"", ""ripe""]}]",3,17,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"I'll see Emil home."" 
                 ""Yes,"" I utter, ""Do that,"" and did not care what she did, or why. 
                 Emil asked, ""You're all right?""","I'll see Emil home."" 
                 ""Yes,"" I utter, ""Do that,"" and did not care what she did, or why. 
                 Emil asked, ""You're all right?""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:f5b1af8d5cdb973a6ca83548e4d92c0c067c4479,s:f17b3f8d05e2f4e491b81445b7a3a073f0c8dca8,"My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved. 
                 For in my way, I have done the same thing. 
                 I am ready for the mindwipe now.",same,exact,"My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved. 
                 For in my way, I have done the "," thing. 
                 I am ready for the mindwipe now.",251,ADJ,0.6,10,207,same,exact,251,255,"[{""target2"": ""fear"", ""target2_offset"": 3, ""target2_end"": 7, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""concern"", ""fright"", ""care"", ""awe""]}, {""target2"": ""live"", ""target2_offset"": 46, ""target2_end"": 50, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""survive"", ""know"", ""experience"", ""last"", ""populate"", ""exist"", ""endure"", ""dwell"", ""inhabit"", ""go"", ""be""]}, {""target2"": ""learn"", ""target2_offset"": 64, ""target2_end"": 69, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""teach"", ""hear"", ""see"", ""discover"", ""study"", ""instruct"", ""take"", ""read"", ""con"", ""check"", ""watch"", ""acquire"", ""ascertain"", ""determine""]}, {""target2"": ""lost"", ""target2_offset"": 81, ""target2_end"": 85, ""target2_pos"": ""VBN"", ""target2_rank"": 15, ""candidates"": [""missed"", ""misplaced"", ""suffered""]}, {""target2"": ""translated"", ""target2_offset"": 136, ""target2_end"": 146, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""interpreted"", ""rendered"", ""transformed""]}]",5,35,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved. 
                 For in my way, I have done the exact thing. 
                 I am ready for the mindwipe now.","My fear is that she
                    would live, and I would learn that I had lost her long before Emil Malaquez
                    translated her into a thing that can be kept, admired, and loved. 
                 For in my way, I have done the exact thing. 
                 I am ready for the mindwipe now.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:fd7be96ca928912f1dec9c3ad7094b4a2acc59de,s:dcd65944c4718966f653bd39210eb2e03754d4bf,"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials said.  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.",said,announce,"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials ",".  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.",311,VERB,0.6,10,213,said,announce,311,315,"[{""target2"": ""contribute"", ""target2_offset"": 20, ""target2_end"": 30, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""add"", ""lead"", ""lend"", ""give"", ""bring"", ""impart""]}, {""target2"": ""take"", ""target2_offset"": 89, ""target2_end"": 93, ""target2_pos"": ""VB"", ""target2_rank"": 17, ""candidates"": [""require"", ""bring"", ""need"", ""remove"", ""choose"", ""select"", ""have"", ""lead"", ""consider"", ""carry"", ""accept"", ""demand"", ""deal"", ""study"", ""assume"", ""involve"", ""guide"", ""aim"", ""shoot"", ""fill"", ""read"", ""direct"", ""acquire"", ""get"", ""claim"", ""learn"", ""consume"", ""film"", ""adopt""]}, {""target2"": ""stake"", ""target2_offset"": 105, ""target2_end"": 110, ""target2_pos"": ""NN"", ""target2_rank"": 20, ""candidates"": [""interest"", ""bet"", ""post"", ""stakes""]}, {""target2"": ""Customers"", ""target2_offset"": 134, ""target2_end"": 143, ""target2_pos"": ""NNP"", ""target2_rank"": 25, ""candidates"": [""Customer"", ""Client""]}, {""target2"": ""holding"", ""target2_offset"": 144, ""target2_end"": 151, ""target2_pos"": ""VBG"", ""target2_rank"": 26, ""candidates"": [""having"", ""keeping"", ""maintaining"", ""containing"", ""giving"", ""applying"", ""supporting"", ""declaring"", ""carrying"", ""checking"", ""prevailing"", ""bearing"", ""harboring"", ""defending"", ""making"", ""accommodating"", ""binding"", ""booking"", ""nursing"", ""throwing""]}]",5,61,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials announce.  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.","Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.  

Customers holding contracts for Waertsilae Marine's undelivered ships are expected to subscribe most of the remaining 170 million markkaa in share capital, government officials announce.  

Waertsilae Marine's biggest creditor is Miami-based Carnival Cruise Lines Inc. Carnival, which has three ships on order from Waertsilae Marine, presented claims for $1.5 billion damages in the bankruptcy court this week.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:0094d52d036747e561ecb46757de41bdd3488472,s:635fca9f1659afd8c5a25ad23f088152fb26ab28,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for comment. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",comment,explanation,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for ",". However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",198,NOUN,0.6,10,215,comment,explanation,198,205,"[{""target2"": ""stock"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""livestock"", ""store"", ""fund"", ""ancestry"", ""line"", ""strain"", ""lineage"", ""inventory"", ""blood"", ""breed"", ""broth"", ""origin"", ""descent""]}, {""target2"": ""years"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""days"", ""ages"", ""class""]}, {""target2"": ""subject"", ""target2_offset"": 43, ""target2_end"": 50, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""capable"", ""open"", ""dependent""]}, {""target2"": ""terms"", ""target2_offset"": 54, ""target2_end"": 59, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""prices"", ""damages"", ""terminus"", ""conditions""]}, {""target2"": ""surviving"", ""target2_offset"": 67, ""target2_end"": 76, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""living"", ""lasting"", ""existing"", ""enduring"", ""going""]}]",5,28,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for explanation. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.","The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for explanation. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:93ec569030337bb4814debaba8e115eb0bbcdb3c,s:3e0a5934c4e755dfb901fc04f6542c2c2d26d141,"But if Tasha will forgive me
                    --"" 
                 He nodded, repeated, ""I am sorry,"" then slipped into the next room. I waited in
                    the dark, carpeted hall.",next,nearest,"But if Tasha will forgive me
                    --"" 
                 He nodded, repeated, ""I am sorry,"" then slipped into the "," room. I waited in
                    the dark, carpeted hall.",128,ADJ,0.8,10,217,next,nearest,128,132,"[{""target2"": ""repeated"", ""target2_offset"": 82, ""target2_end"": 90, ""target2_pos"": ""VBN"", ""target2_rank"": 11, ""candidates"": [""echoed"", ""reiterated"", ""duplicated"", ""doubled"", ""replicated""]}, {""target2"": ""sorry"", ""target2_offset"": 98, ""target2_end"": 103, ""target2_pos"": ""JJ"", ""target2_rank"": 16, ""candidates"": [""bad"", ""sad"", ""blue"", ""dark"", ""grim""]}, {""target2"": ""slipped"", ""target2_offset"": 111, ""target2_end"": 118, ""target2_pos"": ""VBD"", ""target2_rank"": 20, ""candidates"": [""erred""]}, {""target2"": ""waited"", ""target2_offset"": 141, ""target2_end"": 147, ""target2_pos"": ""VBD"", ""target2_rank"": 26, ""candidates"": [""awaited"", ""expected"", ""looked""]}, {""target2"": ""dark"", ""target2_offset"": 175, ""target2_end"": 179, ""target2_pos"": ""NN"", ""target2_rank"": 29, ""candidates"": [""night"", ""darkness"", ""shadow""]}]",5,17,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"But if Tasha will forgive me
                    --"" 
                 He nodded, repeated, ""I am sorry,"" then slipped into the nearest room. I waited in
                    the dark, carpeted hall.","But if Tasha will forgive me
                    --"" 
                 He nodded, repeated, ""I am sorry,"" then slipped into the nearest room. I waited in
                    the dark, carpeted hall.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
