dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
swords,t:511f598a9f2e851145a82420fa3b0aeaf4a58724,s:bcd3f4e4f5cc7fa691c9e1ca19daab94d0c0b636,"Stepping into the living room, he said, ""A beautiful house."" 
                 ""I'm glad you came after dark."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints.",dark,dusk,"Stepping into the living room, he said, ""A beautiful house."" 
                 ""I'm glad you came after ","."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints.",104,NOUN,0.7,10,29,dark,dusk,104,108,"[{""target2"": ""living"", ""target2_offset"": 18, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""life"", ""support"", ""livelihood"", ""keep"", ""animation""]}, {""target2"": ""room"", ""target2_offset"": 25, ""target2_end"": 29, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""way""]}, {""target2"": ""said"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}, {""target2"": ""glad"", ""target2_offset"": 84, ""target2_end"": 88, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""happy""]}, {""target2"": ""came"", ""target2_offset"": 93, ""target2_end"": 97, ""target2_pos"": ""VBD"", ""target2_rank"": 19, ""candidates"": [""comed"", ""arrived"", ""numbered"", ""amounted"", ""descended"", ""hailed"", ""derived"", ""followed""]}]",5,21,said,stated,34,38,VBD,selected,high-confidence synonym from provided candidates,"Stepping into the living room, he said, ""A beautiful house."" 
                 ""I'm glad you came after dusk."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints.","Stepping into the living room, he stated, ""A beautiful house."" 
                 ""I'm glad you came after dusk."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints."
swords,t:6d772246c06042f74cd62d6b6e39339b351b660c,s:9ccfab80224d51621427db80a56938242276fc48,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a great artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.",great,excellent,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a "," artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.",141,ADJ,0.7,10,30,great,excellent,141,146,"[{""target2"": ""impressed"", ""target2_offset"": 33, ""target2_end"": 42, ""target2_pos"": ""VBN"", ""target2_rank"": 8, ""candidates"": [""moved"", ""printed"", ""affected""]}, {""target2"": ""famous"", ""target2_offset"": 61, ""target2_end"": 67, ""target2_pos"": ""JJ"", ""target2_rank"": 13, ""candidates"": [""famed"", ""noted"", ""notable"", ""renowned"", ""celebrated""]}, {""target2"": ""hoped"", ""target2_offset"": 118, ""target2_end"": 123, ""target2_pos"": ""VBN"", ""target2_rank"": 22, ""candidates"": [""desired"", ""trusted""]}, {""target2"": ""bothered"", ""target2_offset"": 160, ""target2_end"": 168, ""target2_pos"": ""VBD"", ""target2_rank"": 31, ""candidates"": [""annoyed"", ""troubled""]}, {""target2"": ""intrigued"", ""target2_offset"": 199, ""target2_end"": 208, ""target2_pos"": ""VBN"", ""target2_rank"": 36, ""candidates"": [""fascinated""]}]",5,13,famous,renowned,61,67,JJ,selected,high-confidence synonym from provided candidates,"She did not like my plays. I had impressed her because I was famous and amusing
                    and not, as I had hoped, because I was a excellent artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid.","She did not like my plays. I had impressed her because I was renowned and amusing
                    and not, as I had hoped, because I was a excellent artist. That bothered (yes, and
                    intrigued) me until I realized that she was bored by most plays, movies, and
                    vid."
swords,t:f2865dbca5991129988d8b72990360c3d96ad37b,s:6932e972b8460d81bbfd8c93bdedcfc71195345b,"No. I abandoned these notes to my future self to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he needed them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding.",needed,require,"No. I abandoned these notes to my future self to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he "," them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding.",167,VERB,0.7,10,31,needed,require,167,173,"[{""target2"": ""abandoned"", ""target2_offset"": 6, ""target2_end"": 15, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""deserted"", ""vacated""]}, {""target2"": ""notes"", ""target2_offset"": 22, ""target2_end"": 27, ""target2_pos"": ""NNS"", ""target2_rank"": 4, ""candidates"": [""distinctions"", ""bills"", ""tones"", ""lines"", ""notations"", ""annotations""]}, {""target2"": ""future"", ""target2_offset"": 34, ""target2_end"": 40, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""hereafter""]}, {""target2"": ""self"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""ego""]}, {""target2"": ""wipe"", ""target2_offset"": 58, ""target2_end"": 62, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""rub""]}]",5,11,self,ego,41,45,NN,selected,high-confidence synonym from provided candidates,"No. I abandoned these notes to my future self to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he require them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding.","No. I abandoned these notes to my future ego to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he require them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding."
swords,t:6618344b2f38ec45038c102eda48ad06331c86e9,s:89229abc0e452b972dbcf1f194dbed7084d5b13d,"""Where!"" I demanded, squeezing his throat
                    until he began jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.",began,start,"""Where!"" I demanded, squeezing his throat
                    until he "," jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.",71,VERB,0.7,10,32,began,start,71,76,"[{""target2"": ""demanded"", ""target2_offset"": 11, ""target2_end"": 19, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""required"", ""need"", ""involved"", ""asked"", ""postulated""]}, {""target2"": ""squeezing"", ""target2_offset"": 21, ""target2_end"": 30, ""target2_pos"": ""VBG"", ""target2_rank"": 7, ""candidates"": [""forcing"", ""crushing"", ""embracing"", ""pressing"", ""contracting""]}, {""target2"": ""head"", ""target2_offset"": 89, ""target2_end"": 93, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""mind"", ""question"", ""brain"", ""chief"", ""principal"", ""heading"", ""nous"", ""pass"", ""point"", ""header"", ""forefront""]}, {""target2"": ""stared"", ""target2_offset"": 138, ""target2_end"": 144, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""gazed""]}, {""target2"": ""naked"", ""target2_offset"": 152, ""target2_end"": 157, ""target2_pos"": ""JJ"", ""target2_rank"": 24, ""candidates"": [""bare"", ""nude"", ""raw""]}]",5,25,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Where!"" I demanded, squeezing his throat
                    until he start jerking his head madly at the sculpture. 
                 I stared at the naked Tasha.","""Where!"" I demanded, squeezing his throat
                    until he start jerking his head madly at the sculpture. 
                 I stared at the naked Tasha."
swords,t:7ff72f6698bcc184c488c580c7c6d547208f23f8,s:7739eb6026f4b79cb5c4324cea80371102f2a0ac,"Probably not. But it is something marvelous and rare, which is surely a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez.",surely,clearly,"Probably not. But it is something marvelous and rare, which is "," a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez.",63,ADV,0.7,10,33,surely,clearly,63,69,"[{""target2"": ""rare"", ""target2_offset"": 48, ""target2_end"": 52, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""uncommon""]}, {""target2"": ""sign"", ""target2_offset"": 92, ""target2_end"": 96, ""target2_pos"": ""NN"", ""target2_rank"": 14, ""candidates"": [""signal"", ""polarity"", ""signaling"", ""mark"", ""house"", ""mansion""]}, {""target2"": ""love"", ""target2_offset"": 130, ""target2_end"": 134, ""target2_pos"": ""NN"", ""target2_rank"": 19, ""candidates"": [""dear"", ""honey"", ""passion"", ""beloved""]}, {""target2"": ""only"", ""target2_offset"": 151, ""target2_end"": 155, ""target2_pos"": ""JJ"", ""target2_rank"": 24, ""candidates"": [""alone"", ""lone"", ""sole"", ""solitary""]}, {""target2"": ""important"", ""target2_offset"": 156, ""target2_end"": 165, ""target2_pos"": ""JJ"", ""target2_rank"": 25, ""candidates"": [""significant"", ""crucial"", ""authoritative""]}]",5,18,rare,uncommon,48,52,JJ,selected,high-confidence synonym from provided candidates,"Probably not. But it is something marvelous and rare, which is clearly a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez.","Probably not. But it is something marvelous and uncommon, which is clearly a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez."
swords,t:e3286abc908c06c2b9b993bce889d18e74c0cb19,s:c43df67dc9f76d12498cd867d48b0b00fd81f9ca,"""Results, Harmon?"" she suppressed the surge of annoyance that ran through her as
she contemplated the psi's gift of getting all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration.",getting,obtain,"""Results, Harmon?"" she suppressed the surge of annoyance that ran through her as
she contemplated the psi's gift of "," all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration.",116,VERB,0.7,10,34,getting,obtain,116,123,"[{""target2"": ""Results"", ""target2_offset"": 1, ""target2_end"": 8, ""target2_pos"": ""NNP"", ""target2_rank"": 1, ""candidates"": [""Effect"", ""Result"", ""Answer"", ""Solution"", ""Event"", ""Issue"", ""Resolution""]}, {""target2"": ""suppressed"", ""target2_offset"": 23, ""target2_end"": 33, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""inhibited"", ""conquered"", ""crushed"", ""oppressed"", ""repressed""]}, {""target2"": ""surge"", ""target2_offset"": 38, ""target2_end"": 43, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""rush""]}, {""target2"": ""annoyance"", ""target2_offset"": 47, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""irritation"", ""pain"", ""bother"", ""annoying""]}, {""target2"": ""contemplated"", ""target2_offset"": 85, ""target2_end"": 97, ""target2_pos"": ""VBD"", ""target2_rank"": 18, ""candidates"": [""reflected"", ""speculated""]}]",5,19,suppressed,repressed,23,33,VBD,selected,high-confidence synonym from provided candidates,"""Results, Harmon?"" she suppressed the surge of annoyance that ran through her as
she contemplated the psi's gift of obtain all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration.","""Results, Harmon?"" she repressed the surge of annoyance that ran through her as
she contemplated the psi's gift of obtain all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration."
swords,t:a0025f94b46152e1ba36408f35b17103cc7a438a,s:b43c1f500811cc33da4d8e2ddda593296f0d7e3c,"Instead, I asked, ""Is he handsome?"" 
                 ""You're jealous."" 
                 ""A tiny bit.",jealous,envying,"Instead, I asked, ""Is he handsome?"" 
                 ""You're ","."" 
                 ""A tiny bit.",62,ADJ,0.8,10,35,jealous,envying,62,69,"[{""target2"": ""Instead"", ""target2_offset"": 0, ""target2_end"": 7, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Rather"", ""Alternatively""]}, {""target2"": ""asked"", ""target2_offset"": 11, ""target2_end"": 16, ""target2_pos"": ""VBD"", ""target2_rank"": 3, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}]",2,9,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Instead, I asked, ""Is he handsome?"" 
                 ""You're envying."" 
                 ""A tiny bit.","Instead, I asked, ""Is he handsome?"" 
                 ""You're envying."" 
                 ""A tiny bit."
swords,t:e547623b49f8c6de87ff475a6797d45ccec2b449,s:150ade2898b2c9cd694fd5bb9fa0e5ed5b310e0f,"The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She said, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.",said,state,"The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She ",", ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.",137,VERB,0.6,10,36,said,state,137,141,"[{""target2"": ""agent"", ""target2_offset"": 31, ""target2_end"": 36, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""broker"", ""factor""]}, {""target2"": ""named"", ""target2_offset"": 62, ""target2_end"": 67, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""called"", ""mentioned"", ""listed"", ""cited"", ""appointed"", ""diagnosed"", ""described"", ""constituted"", ""nominated"", ""discovered"", ""distinguished""]}, {""target2"": ""gesture"", ""target2_offset"": 221, ""target2_end"": 228, ""target2_pos"": ""VB"", ""target2_rank"": 35, ""candidates"": [""motion""]}, {""target2"": ""hand"", ""target2_offset"": 250, ""target2_end"": 254, ""target2_pos"": ""NN"", ""target2_rank"": 40, ""candidates"": [""handwriting"", ""paw"", ""deal"", ""mitt"", ""script""]}, {""target2"": ""lift"", ""target2_offset"": 264, ""target2_end"": 268, ""target2_pos"": ""VBD"", ""target2_rank"": 43, ""candidates"": [""raised"", ""elevated"", ""hooked"", ""revoked"", ""vacated"", ""reversed"", ""overturned""]}]",5,26,named,called,62,67,VBD,selected,high-confidence synonym from provided candidates,"The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She state, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.","The rental
                    agent, an attractive N'apulcan called Tasha Cortez, was not mood-sensitive
                    either. She state, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere."
swords,t:efda51daaf2ab21ec697c0f1beb2afa43a8dd6a0,s:6a53098844aeaa0986a1da73767ccbe10a0bc7fa,"Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.",prevent,stop,"Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help "," Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.",272,VERB,0.8,10,37,prevent,stop,272,279,"[{""target2"": ""Trace"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""NNP"", ""target2_rank"": 1, ""candidates"": [""Touch"", ""Shadow"", ""Ghost""]}, {""target2"": ""said"", ""target2_offset"": 42, ""target2_end"": 46, ""target2_pos"": ""VBD"", ""target2_rank"": 9, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}, {""target2"": ""bought"", ""target2_offset"": 50, ""target2_end"": 56, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""purchased"", ""corrupted""]}, {""target2"": ""shares"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""contributions"", ""parts"", ""percentages"", ""portions""]}, {""target2"": ""common"", ""target2_offset"": 98, ""target2_end"": 104, ""target2_pos"": ""JJ"", ""target2_rank"": 23, ""candidates"": [""mutual"", ""usual"", ""vulgar"", ""coarse""]}]",5,19,said,stated,42,46,VBD,selected,high-confidence synonym from provided candidates,"Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help stop Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.","Intelogic Trace Inc., San Antonio, Texas, stated it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help stop Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate."
swords,t:655471b0fd582c63dc18f37da421cfe2ba98a941,s:14340ac46e25276c37678f7848779b33c29c7cb3,"Had he been faster, he could have had rage. I threw a chair at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.",chair,recliner,"Had he been faster, he could have had rage. I threw a "," at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.",54,NOUN,0.6,10,38,chair,recliner,54,59,"[{""target2"": ""faster"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""quicker""]}, {""target2"": ""threw"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""shed"", ""confused"", ""switched"", ""projected""]}, {""target2"": ""fell"", ""target2_offset"": 94, ""target2_end"": 98, ""target2_pos"": ""VBD"", ""target2_rank"": 18, ""candidates"": [""decreased"", ""descended"", ""diminished"", ""comed"", ""flowed"", ""passed"", ""accrued"", ""settled"", ""returned"", ""vanished"", ""precipitated""]}, {""target2"": ""scrambled"", ""target2_offset"": 102, ""target2_end"": 111, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""struggled""]}, {""target2"": ""knees"", ""target2_offset"": 125, ""target2_end"": 130, ""target2_pos"": ""NNS"", ""target2_rank"": 26, ""candidates"": [""genus""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Had he been faster, he could have had rage. I threw a recliner at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck.","Had he been faster, he could have had rage. I threw a recliner at
                    him. As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck."
swords,t:903d8cdd90142d3d6ddf3899a27746e6f8d15f7b,s:d1aeb184a4a1061a286216f06b2d892e695b4cff,"Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might miss the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.",miss,neglect,"Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might "," the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.",147,VERB,0.6,10,39,miss,neglect,147,151,"[{""target2"": ""away"", ""target2_offset"": 34, ""target2_end"": 38, ""target2_pos"": ""RP"", ""target2_rank"": 7, ""candidates"": [""off"", ""aside"", ""forth"", ""by"", ""out""]}, {""target2"": ""stopped"", ""target2_offset"": 96, ""target2_end"": 103, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""ended"", ""ceased"", ""finished"", ""halted"", ""blocked"", ""intercepted"", ""discontinued"", ""arrested"", ""terminated"", ""checked"", ""contained""]}, {""target2"": ""writing"", ""target2_offset"": 104, ""target2_end"": 111, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""composing"", ""spelling"", ""publishing"", ""saving""]}, {""target2"": ""only"", ""target2_offset"": 117, ""target2_end"": 121, ""target2_pos"": ""RB"", ""target2_rank"": 15, ""candidates"": [""just"", ""merely"", ""simply"", ""alone"", ""solely"", ""exclusively"", ""but"", ""entirely""]}, {""target2"": ""thought"", ""target2_offset"": 126, ""target2_end"": 133, ""target2_pos"": ""NN"", ""target2_rank"": 17, ""candidates"": [""idea"", ""opinion"", ""thinking"", ""view"", ""sentiment""]}]",5,33,stopped,ended,96,103,VBD,selected,high-confidence synonym from provided candidates,"Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might neglect the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.","Tasha snatched it from him to rip away the paper. 
            
            
                 I ended writing, and only the thought that I might neglect the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh."
swords,t:771ad5d3888f9a594eea53997c4489e66d3efe18,s:6d7224bb0f1c201d297192d0d7b0f81b07de0f28,"""Oh?"" 
                 ""He'll be our neighbor. You say we're becoming too insular, that we need to
                    socialize --""",neighbor,neighbour,"""Oh?"" 
                 ""He'll be our ",". You say we're becoming too insular, that we need to
                    socialize --""",38,NOUN,0.8,10,40,neighbor,neighbour,38,46,"[{""target2"": ""becoming"", ""target2_offset"": 62, ""target2_end"": 70, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""going"", ""turning""]}, {""target2"": ""need"", ""target2_offset"": 92, ""target2_end"": 96, ""target2_pos"": ""VBP"", ""target2_rank"": 20, ""candidates"": [""require"", ""demand"", ""take"", ""want"", ""involve"", ""ask""]}]",2,8,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Oh?"" 
                 ""He'll be our neighbour. You say we're becoming too insular, that we need to
                    socialize --""","""Oh?"" 
                 ""He'll be our neighbour. You say we're becoming too insular, that we need to
                    socialize --"""
swords,t:075a8951744e8bfc83f3aeb7c587b27880fb9e27,s:bcf72565120333ffcf14813820280afc58abc407,"""The critics liked it."" 
                 ""I'm glad."" A moment later: ""That's not why I called him 'Emil'.""",glad,contented,"""The critics liked it."" 
                 ""I'm ","."" A moment later: ""That's not why I called him 'Emil'.""",47,ADJ,0.7,10,41,glad,contented,47,51,"[{""target2"": ""liked"", ""target2_offset"": 13, ""target2_end"": 18, ""target2_pos"": ""VBD"", ""target2_rank"": 3, ""candidates"": [""wished"", ""cared""]}, {""target2"": ""moment"", ""target2_offset"": 56, ""target2_end"": 62, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""instant"", ""minute"", ""second"", ""consequence"", ""bit"", ""mo"", ""import""]}, {""target2"": ""later"", ""target2_offset"": 63, ""target2_end"": 68, ""target2_pos"": ""RB"", ""target2_rank"": 13, ""candidates"": [""afterward"", ""afterwards"", ""after"", ""subsequently""]}, {""target2"": ""called"", ""target2_offset"": 88, ""target2_end"": 94, ""target2_pos"": ""VBD"", ""target2_rank"": 21, ""candidates"": [""named"", ""predicted"", ""screamed"", ""yelled"", ""shouted"", ""visited"", ""promised"", ""anticipated"", ""addressed""]}]",4,22,moment,minute,56,62,NN,selected,contextual time noun synonym from provided candidates,"""The critics liked it."" 
                 ""I'm contented."" A moment later: ""That's not why I called him 'Emil'.""","""The critics liked it."" 
                 ""I'm contented."" A minute later: ""That's not why I called him 'Emil'."""
swords,t:fd96267e5f74aff605cbaaf143c46c9544a6dafc,s:6d36965415d004dcfd97ec1be5b0aeaa4449d1ad,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I shouted, ""Where is she? Tell me, or I'll kill --""",shouted,exclaim,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I ",", ""Where is she? Tell me, or I'll kill --""",130,VERB,0.6,10,42,shouted,exclaim,130,137,"[{""target2"": ""fell"", ""target2_offset"": 6, ""target2_end"": 10, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""decreased"", ""descended"", ""diminished"", ""comed"", ""flowed"", ""passed"", ""accrued"", ""settled"", ""returned"", ""vanished"", ""precipitated""]}, {""target2"": ""scrambled"", ""target2_offset"": 14, ""target2_end"": 23, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""struggled""]}, {""target2"": ""knees"", ""target2_offset"": 37, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 10, ""candidates"": [""genus""]}, {""target2"": ""arms"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""NNS"", ""target2_rank"": 13, ""candidates"": [""weapons"", ""branches"", ""sleeves"", ""limbs""]}, {""target2"": ""fingers"", ""target2_offset"": 64, ""target2_end"": 71, ""target2_pos"": ""NNS"", ""target2_rank"": 16, ""candidates"": [""digits""]}]",5,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I exclaim, ""Where is she? Tell me, or I'll kill --""","As he fell, I scrambled onto him, my knees pinning his arms, my fingers
                    probing his neck. 
                 I exclaim, ""Where is she? Tell me, or I'll kill --"""
