row_idx,dataset,sentence,changed_sentence_two,target1,substitute1,target1_offset,target1_end,target2,substitute2,target2_offset,target2_end,orig1_logp,orig2_logp,orig_two_logp,ind_sub1_logp,ind_sub2_logp,sub_two_independent_logp,independent_score,seq_sub1_logp,seq_sub2_logp,sub_two_sequential_logp,sequential_score,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_sentence_avg_logp,sub_sentence_avg_logp,whole_sentence_avg_logp_score,orig1_token_ids,orig2_token_ids,ind_sub1_token_ids,ind_sub2_token_ids,seq_sub1_token_ids,seq_sub2_token_ids,orig1_tokens,orig2_tokens,ind_sub1_tokens,ind_sub2_tokens,seq_sub1_tokens,seq_sub2_tokens
13,prolex,Twenty years ago there were fewer cars: this is a sign of our economic and technological improvement but this improvement has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer automobiles: this is a sign of our economic and technological progress but this improvement has caused us a lot of problems that were unthought years ago.,improvement,progress,89,100,cars,automobiles,34,38,-5.34375,-6.46875,-11.8125,-0.9609375,-9.5,-10.4609375,-1.3515625,-0.953125,-9.5,-10.453125,-1.359375,3.328081916360294,3.403219784007353,113.15478515625,115.70947265625,34,34,0.07513786764705888,-3.328081916360294,-3.403219784007353,0.07513786764705888,[7756],[8458],[4780],[45056],[4780],[45056],"[""Ġimprovement""]","[""Ġcars""]","[""Ġprogress""]","[""Ġautomobiles""]","[""Ġprogress""]","[""Ġautomobiles""]"
14,prolex,Twenty years ago there were fewer cars: this is a sign of our economic and technological improvement but this improvement has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer automobiles: this is a sign of our economic and technological development but this improvement has caused us a lot of problems that were unthought years ago.,improvement,development,89,100,cars,automobiles,34,38,-5.34375,-6.46875,-11.8125,-2.328125,-9.5,-11.828125,0.015625,-2.703125,-9.5,-12.203125,0.390625,3.328081916360294,3.4720530790441178,113.15478515625,118.0498046875,34,34,0.14397116268382382,-3.328081916360294,-3.4720530790441178,0.14397116268382382,[7756],[8458],[2440],[45056],[2440],[45056],"[""Ġimprovement""]","[""Ġcars""]","[""Ġdevelopment""]","[""Ġautomobiles""]","[""Ġdevelopment""]","[""Ġautomobiles""]"
15,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another instance of honest advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,honest,19,23,example,instance,8,15,-10.125,-5.90625,-16.03125,-11.375,-7.59375,-18.96875,2.9375,-11.0625,-7.53125,-18.59375,2.5625,4.41010914678159,4.464700450067935,202.86502075195312,205.376220703125,46,46,0.05459130328634476,-4.41010914678159,-4.464700450067935,0.05459130328634476,[4344],[1650],[8274],[4227],[8274],[4227],"[""Ġfair""]","[""Ġexample""]","[""Ġhonest""]","[""Ġinstance""]","[""Ġhonest""]","[""Ġinstance""]"
16,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another instance of equitable advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,equitable,19,23,example,instance,8,15,-10.125,-5.90625,-16.03125,-11.9375,-7.59375,-19.53125,3.5,-11.4375,-7.53125,-18.96875,2.9375,4.41010914678159,4.653728982676631,202.86502075195312,214.071533203125,46,46,0.243619835895041,-4.41010914678159,-4.653728982676631,0.243619835895041,[4344],[1650],[23720],[4227],[23720],[4227],"[""Ġfair""]","[""Ġexample""]","[""Ġequitable""]","[""Ġinstance""]","[""Ġequitable""]","[""Ġinstance""]"
17,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another instance of just advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,just,19,23,example,instance,8,15,-10.125,-5.90625,-16.03125,-7.125,-7.59375,-14.71875,-1.3125,-6.8125,-7.53125,-14.34375,-1.6875,4.41010914678159,4.50621629797894,202.86502075195312,207.28594970703125,46,46,0.09610715119735058,-4.41010914678159,-4.50621629797894,0.09610715119735058,[4344],[1650],[816],[4227],[816],[4227],"[""Ġfair""]","[""Ġexample""]","[""Ġjust""]","[""Ġinstance""]","[""Ġjust""]","[""Ġinstance""]"
18,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another instance of ethical advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,ethical,19,23,example,instance,8,15,-10.125,-5.90625,-16.03125,-9.0,-7.59375,-16.59375,0.5625,-8.75,-7.53125,-16.28125,0.25,4.41010914678159,4.414508322010869,202.86502075195312,203.0673828125,46,46,0.004399175229279351,-4.41010914678159,-4.414508322010869,0.004399175229279351,[4344],[1650],[16289],[4227],[16289],[4227],"[""Ġfair""]","[""Ġexample""]","[""Ġethical""]","[""Ġinstance""]","[""Ġethical""]","[""Ġinstance""]"
19,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it appears to be better to have an advertisement in a newspaper for some items because if there were no advertisements then nobody would know that there is a new product on the market.,articles,items,81,89,seems,appears,13,18,-8.125,-2.71875,-10.84375,-5.9375,-5.65625,-11.59375,0.75,-5.53125,-5.65625,-11.1875,0.34375,2.8096121651785713,2.7538155691964286,98.33642578125,96.383544921875,35,35,-0.055796595982142705,-2.8096121651785713,-2.7538155691964286,-0.055796595982142705,[7774],[3133],[4957],[4620],[4957],[4620],"[""Ġarticles""]","[""Ġseems""]","[""Ġitems""]","[""Ġappears""]","[""Ġitems""]","[""Ġappears""]"
20,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it appears to be better to have an advertisement in a newspaper for some products because if there were no advertisements then nobody would know that there is a new product on the market.,articles,products,81,89,seems,appears,13,18,-8.125,-2.71875,-10.84375,-3.5,-5.65625,-9.15625,-1.6875,-3.890625,-5.65625,-9.546875,-1.296875,2.8096121651785713,2.6173409598214286,98.33642578125,91.60693359375,35,35,-0.1922712053571427,-2.8096121651785713,-2.6173409598214286,-0.1922712053571427,[7774],[3133],[3580],[4620],[3580],[4620],"[""Ġarticles""]","[""Ġseems""]","[""Ġproducts""]","[""Ġappears""]","[""Ġproducts""]","[""Ġappears""]"
21,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it appears to be better to have an advertisement in a newspaper for some goods because if there were no advertisements then nobody would know that there is a new product on the market.,articles,goods,81,89,seems,appears,13,18,-8.125,-2.71875,-10.84375,-5.1875,-5.65625,-10.84375,0.0,-5.65625,-5.65625,-11.3125,0.46875,2.8096121651785713,2.6955078125,98.33642578125,94.3427734375,35,35,-0.11410435267857144,-2.8096121651785713,-2.6955078125,-0.11410435267857144,[7774],[3133],[10229],[4620],[10229],[4620],"[""Ġarticles""]","[""Ġseems""]","[""Ġgoods""]","[""Ġappears""]","[""Ġgoods""]","[""Ġappears""]"
22,prolex,"For example, I love going to the cinema and obviously to do that I have to know what is on in the day I want to go to ; I must have an idea of which film I'm going to watch.","For instance, I love going to the cinema and obviously to do that I have to know what is on in the day I want to go to ; I must have an idea of which movie I'm going to watch.",film,movie,149,153,example,instance,4,11,-2.796875,-3.5625,-6.359375,-3.171875,-3.671875,-6.84375,0.484375,-3.09375,-3.6875,-6.78125,0.421875,2.7725886855014537,2.7810115370639537,119.2213134765625,119.58349609375,43,43,0.0084228515625,-2.7725886855014537,-2.7810115370639537,0.0084228515625,[3085],[1650],[6440],[4227],[6440],[4227],"[""Ġfilm""]","[""Ġexample""]","[""Ġmovie""]","[""Ġinstance""]","[""Ġmovie""]","[""Ġinstance""]"
23,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two primary reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to characterizing the complex reality.",defining,characterizing,165,173,main,primary,14,18,-9.5625,-2.53125,-12.09375,-13.375,-4.15625,-17.53125,5.4375,-13.5,-4.15625,-17.65625,5.5625,3.7222828584558822,3.908346737132353,126.5576171875,132.8837890625,34,34,0.18606387867647056,-3.7222828584558822,-3.908346737132353,0.18606387867647056,[13947],[2022],[39330],[3625],[39330],[3625],"[""Ġdefining""]","[""Ġmain""]","[""Ġcharacterizing""]","[""Ġprimary""]","[""Ġcharacterizing""]","[""Ġprimary""]"
25,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two primary reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to describing the complex reality.",defining,describing,165,173,main,primary,14,18,-9.5625,-2.53125,-12.09375,-7.65625,-4.15625,-11.8125,-0.28125,-7.84375,-4.15625,-12.0,-0.09375,3.7222828584558822,3.7479607077205883,126.5576171875,127.4306640625,34,34,0.025677849264706065,-3.7222828584558822,-3.7479607077205883,0.025677849264706065,[13947],[2022],[12930],[3625],[12930],[3625],"[""Ġdefining""]","[""Ġmain""]","[""Ġdescribing""]","[""Ġprimary""]","[""Ġdescribing""]","[""Ġprimary""]"
26,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two primary reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to specifying the complex reality.",defining,specifying,165,173,main,primary,14,18,-9.5625,-2.53125,-12.09375,-11.9375,-4.15625,-16.09375,4.0,-12.0625,-4.15625,-16.21875,4.125,3.7222828584558822,3.9717658547794117,126.5576171875,135.0400390625,34,34,0.24948299632352944,-3.7222828584558822,-3.9717658547794117,0.24948299632352944,[13947],[2022],[31238],[3625],[31238],[3625],"[""Ġdefining""]","[""Ġmain""]","[""Ġspecifying""]","[""Ġprimary""]","[""Ġspecifying""]","[""Ġprimary""]"
27,prolex,"The most popular author, named Steve King is known for horror stories.","The most popular writer, named Steve King is known for horror tales.",stories,tales,62,69,author,writer,17,23,-2.65625,-9.9375,-12.59375,-5.34375,-10.3125,-15.65625,3.0625,-4.90625,-10.3125,-15.21875,2.625,4.547626201923077,4.843900240384615,59.119140625,62.970703125,13,13,0.2962740384615383,-4.547626201923077,-4.843900240384615,0.2962740384615383,[6281],[2488],[25970],[8406],[25970],[8406],"[""Ġstories""]","[""Ġauthor""]","[""Ġtales""]","[""Ġwriter""]","[""Ġtales""]","[""Ġwriter""]"
31,prolex,"I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to apply those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.","I am not stating that learning facts are not important in students' careers infact once they understand the ideas then they will start to utilize those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",apply,utilize,137,142,saying,stating,9,15,-2.015625,-3.25,-5.265625,-6.3125,-7.71875,-14.03125,8.765625,-5.8125,-7.75,-13.5625,8.296875,4.035993303571429,4.198346819196429,226.015625,235.107421875,56,56,0.162353515625,-4.035993303571429,-4.198346819196429,0.162353515625,[4647],[3981],[16584],[14851],[16584],[14851],"[""Ġapply""]","[""Ġsaying""]","[""Ġutilize""]","[""Ġstating""]","[""Ġutilize""]","[""Ġstating""]"
32,prolex,"I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to apply those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.","I am not stating that learning facts are not important in students' careers infact once they understand the ideas then they will start to employ those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",apply,employ,137,142,saying,stating,9,15,-2.015625,-3.25,-5.265625,-7.375,-7.71875,-15.09375,9.828125,-7.0,-7.75,-14.75,9.484375,4.035993303571429,4.213169642857143,226.015625,235.9375,56,56,0.1771763392857144,-4.035993303571429,-4.213169642857143,0.1771763392857144,[4647],[3981],[2126],[14851],[2126],[14851],"[""Ġapply""]","[""Ġsaying""]","[""Ġemploy""]","[""Ġstating""]","[""Ġemploy""]","[""Ġstating""]"
33,prolex,"I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to apply those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.","I am not stating that learning facts are not important in students' careers infact once they understand the ideas then they will start to use those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",apply,use,137,142,saying,stating,9,15,-2.015625,-3.25,-5.265625,-3.375,-7.71875,-11.09375,5.828125,-3.3125,-7.75,-11.0625,5.796875,4.035993303571429,4.151541573660714,226.015625,232.486328125,56,56,0.11554827008928559,-4.035993303571429,-4.151541573660714,0.11554827008928559,[4647],[3981],[897],[14851],[897],[14851],"[""Ġapply""]","[""Ġsaying""]","[""Ġuse""]","[""Ġstating""]","[""Ġuse""]","[""Ġstating""]"
34,prolex,"I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to apply those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.","I am not stating that learning facts are not important in students' careers infact once they understand the ideas then they will start to implement those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",apply,implement,137,142,saying,stating,9,15,-2.015625,-3.25,-5.265625,-4.625,-7.71875,-12.34375,7.078125,-4.5625,-7.75,-12.3125,7.046875,4.035993303571429,4.170305524553571,226.015625,233.537109375,56,56,0.13431222098214235,-4.035993303571429,-4.170305524553571,0.13431222098214235,[4647],[3981],[3359],[14851],[3359],[14851],"[""Ġapply""]","[""Ġsaying""]","[""Ġimplement""]","[""Ġstating""]","[""Ġimplement""]","[""Ġstating""]"
35,prolex,They just want to do the daily things and never think about doing something different from others.,They merely want to do the daily things and never think about doing something distinct from others.,different,distinct,76,85,just,merely,5,9,-2.453125,-5.625,-8.078125,-11.875,-9.625,-21.5,13.421875,-10.5,-9.625,-20.125,12.046875,3.3072150735294117,3.9262408088235294,56.22265625,66.74609375,17,17,0.6190257352941178,-3.3072150735294117,-3.9262408088235294,0.6190257352941178,[1027],[816],[5799],[7960],[5799],[7960],"[""Ġdifferent""]","[""Ġjust""]","[""Ġdistinct""]","[""Ġmerely""]","[""Ġdistinct""]","[""Ġmerely""]"
36,prolex,They just want to do the daily things and never think about doing something different from others.,They merely want to do the daily things and never think about doing something unconventional from others.,different,unconventional,76,85,just,merely,5,9,-2.453125,-5.625,-8.078125,-9.1875,-9.625,-18.8125,10.734375,-9.1875,-9.625,-18.8125,10.734375,3.3072150735294117,4.057674632352941,56.22265625,68.98046875,17,17,0.7504595588235294,-3.3072150735294117,-4.057674632352941,0.7504595588235294,[1027],[816],[49799],[7960],[49799],[7960],"[""Ġdifferent""]","[""Ġjust""]","[""Ġunconventional""]","[""Ġmerely""]","[""Ġunconventional""]","[""Ġmerely""]"
37,prolex,"But in the long term, as I already said, it is much more effective to understand the concept which serves you as a valuable basis to put related knowledge on.","But in the long run, as I already stated, it is much more effective to understand the concept which serves you as a valuable basis to put related knowledge on.",term,run,16,20,said,stated,35,39,-1.78125,-1.5234375,-3.3046875,-0.28515625,-3.140625,-3.42578125,0.12109375,-0.28515625,-2.90625,-3.19140625,-0.11328125,3.46673583984375,3.3411865234375,110.935546875,106.91796875,32,32,-0.12554931640625,-3.46673583984375,-3.3411865234375,-0.12554931640625,[1307],[753],[1408],[4767],[1408],[4767],"[""Ġterm""]","[""Ġsaid""]","[""Ġrun""]","[""Ġstated""]","[""Ġrun""]","[""Ġstated""]"
38,prolex,"As I mentioned, lots of advertisements use exaggeration to attract buyers and persuade them how good the products","As I mentioned, lots of ads use exaggeration to attract consumers and persuade them how good the products",buyers,consumers,67,73,advertisements,ads,24,38,-4.75,-10.4375,-15.1875,-3.75,-8.875,-12.625,-2.5625,-4.28125,-8.875,-13.15625,-2.03125,4.0008994654605265,3.9699064555921053,76.01708984375,75.42822265625,19,19,-0.03099300986842124,-4.0008994654605265,-3.9699064555921053,-0.03099300986842124,[22251],[32933],[11349],[16557],[11349],[16557],"[""Ġbuyers""]","[""Ġadvertisements""]","[""Ġconsumers""]","[""Ġads""]","[""Ġconsumers""]","[""Ġads""]"
39,prolex,"As I mentioned, lots of advertisements use exaggeration to attract buyers and persuade them how good the products","As I mentioned, lots of ads use exaggeration to attract customers and persuade them how good the products",buyers,customers,67,73,advertisements,ads,24,38,-4.75,-10.4375,-15.1875,-2.75,-8.875,-11.625,-3.5625,-3.265625,-8.875,-12.140625,-3.046875,4.0008994654605265,3.9061215049342106,76.01708984375,74.21630859375,19,19,-0.09477796052631593,-4.0008994654605265,-3.9061215049342106,-0.09477796052631593,[22251],[32933],[6383],[16557],[6383],[16557],"[""Ġbuyers""]","[""Ġadvertisements""]","[""Ġcustomers""]","[""Ġads""]","[""Ġcustomers""]","[""Ġads""]"
40,prolex,"As I mentioned, lots of advertisements use exaggeration to attract buyers and persuade them how good the products","As I mentioned, lots of ads use exaggeration to attract shoppers and persuade them how good the products",buyers,shoppers,67,73,advertisements,ads,24,38,-4.75,-10.4375,-15.1875,-7.5625,-8.875,-16.4375,1.25,-7.90625,-8.875,-16.78125,1.59375,4.0008994654605265,4.161775287828948,76.01708984375,79.07373046875,19,19,0.16087582236842124,-4.0008994654605265,-4.161775287828948,0.16087582236842124,[22251],[32933],[48741],[16557],[48741],[16557],"[""Ġbuyers""]","[""Ġadvertisements""]","[""Ġshoppers""]","[""Ġads""]","[""Ġshoppers""]","[""Ġads""]"
42,prolex,"This promotion has a beautiful and effective visual part,but they miss the real point: the product.","This marketing has a beautiful and effective visual part,but they miss the actual point: the product.",promotion,marketing,5,14,real,actual,75,79,-10.375,-4.90625,-15.28125,-9.5,-6.4375,-15.9375,0.65625,-9.4375,-5.9375,-15.375,0.09375,4.8852796052631575,4.6675575657894735,92.8203125,88.68359375,19,19,-0.21772203947368407,-4.8852796052631575,-4.6675575657894735,-0.21772203947368407,[14892],[1524],[9137],[4588],[9137],[4588],"[""Ġpromotion""]","[""Ġreal""]","[""Ġmarketing""]","[""Ġactual""]","[""Ġmarketing""]","[""Ġactual""]"
