row_idx,dataset,sentence,changed_sentence,prefix,suffix,target,substitute,orig_logp,sub_logp,orig_nll,sub_nll,score,orig_token_ids,sub_token_ids,orig_tokens,sub_tokens,orig_num_tokens,sub_num_tokens,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_context_avg_logp,sub_context_avg_logp,context_logp_score
14,prolex,no other car was available in India except for imported ones and that can be afforded by people with big pockets only.,no other car was accessible in India except for imported ones and that can be afforded by people with big pockets only.,no other car was , in India except for imported ones and that can be afforded by people with big pockets only.,available,accessible,-2.5625,-7.9375,2.5625,7.9375,5.375,[2130],[12482],"[""Ġavailable""]","[""Ġaccessible""]",1,1,3.515625,3.796875,77.5,83.5,22,22,0.28125,-3.515625,-3.796875,0.28125
17,prolex,By watching movies we can enjoy a lot as all the friends will be going to be there.,By watching films we can enjoy a lot as all the friends will be going to be there.,By watching , we can enjoy a lot as all the friends will be going to be there.,movies,films,-4.5,-5.75,4.5,5.75,1.25,[11321],[6590],"[""Ġmovies""]","[""Ġfilms""]",1,1,3.671875,3.828125,66.0,69.0,18,18,0.15625,-3.671875,-3.828125,0.15625
18,prolex,By watching movies we can enjoy a lot as all the friends will be going to be there.,By watching cinema we can enjoy a lot as all the friends will be going to be there.,By watching , we can enjoy a lot as all the friends will be going to be there.,movies,cinema,-4.5,-9.875,4.5,9.875,5.375,[11321],[26693],"[""Ġmovies""]","[""Ġcinema""]",1,1,3.671875,4.03125,66.0,72.5,18,18,0.359375,-3.671875,-4.03125,0.359375
19,prolex,For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be utilized to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be , to building roads in very bad geological conditions.,applied,utilized,-7.15625,-8.375,7.15625,8.375,1.21875,[3732],[12845],"[""Ġapplied""]","[""Ġutilized""]",1,1,4.9375,5.1875,98.5,104.0,20,20,0.25,-4.9375,-5.1875,0.25
20,prolex,For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be employed to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be , to building roads in very bad geological conditions.,applied,employed,-7.15625,-8.75,7.15625,8.75,1.59375,[3732],[7091],"[""Ġapplied""]","[""Ġemployed""]",1,1,4.90625,5.15625,98.0,103.0,20,20,0.25,-4.90625,-5.15625,0.25
21,prolex,For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be used to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be , to building roads in very bad geological conditions.,applied,used,-7.15625,-5.15625,7.15625,5.15625,-2.0,[3732],[908],"[""Ġapplied""]","[""Ġused""]",1,1,4.90625,5.03125,98.0,100.5,20,20,0.125,-4.90625,-5.03125,0.125
22,prolex,For example seriously understanding the basis of physics may be applied to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be implemented to building roads in very bad geological conditions.,For example seriously understanding the basis of physics may be , to building roads in very bad geological conditions.,applied,implemented,-7.15625,-9.9375,7.15625,9.9375,2.78125,[3732],[9009],"[""Ġapplied""]","[""Ġimplemented""]",1,1,4.90625,5.3125,98.0,106.5,20,20,0.40625,-4.90625,-5.3125,0.40625
23,prolex,But if I like swimming in the ocean,But if I enjoy swimming in the ocean,But if I , swimming in the ocean,like,enjoy,-6.625,-8.9375,6.625,8.9375,2.3125,[751],[4264],"[""Ġlike""]","[""Ġenjoy""]",1,1,3.90625,3.96875,27.375,27.75,7,7,0.0625,-3.90625,-3.96875,0.0625
24,prolex,But if I like swimming in the ocean,But if I fancy swimming in the ocean,But if I , swimming in the ocean,like,fancy,-6.625,-10.8125,6.625,10.8125,4.1875,[751],[18612],"[""Ġlike""]","[""Ġfancy""]",1,1,3.90625,4.28125,27.375,30.0,7,7,0.375,-3.90625,-4.28125,0.375
26,prolex,So how people enjoy life really depends on their situation.,So how people enjoy life really relies on their situation.,So how people enjoy life really , on their situation.,depends,relies,-0.9609375,-6.65625,0.9609375,6.65625,5.6953125,[7024],[15771],"[""Ġdepends""]","[""Ġrelies""]",1,1,4.03125,4.71875,40.25,47.25,10,10,0.6875,-4.03125,-4.71875,0.6875
27,prolex,So how people enjoy life really depends on their situation.,So how people enjoy life really rests on their situation.,So how people enjoy life really , on their situation.,depends,rests,-0.9609375,-7.96875,0.9609375,7.96875,7.0078125,[7024],[27945],"[""Ġdepends""]","[""Ġrests""]",1,1,4.03125,5.0625,40.25,50.75,10,10,1.03125,-4.03125,-5.0625,1.03125
28,prolex,and you get to know interesting things about the country you decided to visit.,and you get to know interesting things about the nation you decided to visit.,and you get to know interesting things about the , you decided to visit.,country,nation,-3.953125,-7.59375,3.953125,7.59375,3.640625,[2586],[5674],"[""Ġcountry""]","[""Ġnation""]",1,1,3.109375,3.40625,43.5,47.75,14,14,0.296875,-3.109375,-3.40625,0.296875
29,prolex,and you get to know interesting things about the country you decided to visit.,and you get to know interesting things about the land you decided to visit.,and you get to know interesting things about the , you decided to visit.,country,land,-3.953125,-5.90625,3.953125,5.90625,1.953125,[2586],[2659],"[""Ġcountry""]","[""Ġland""]",1,1,3.09375,3.375,43.25,47.25,14,14,0.28125,-3.09375,-3.375,0.28125
30,prolex,and you get to know interesting things about the country you decided to visit.,and you get to know interesting things about the region you decided to visit.,and you get to know interesting things about the , you decided to visit.,country,region,-3.953125,-5.96875,3.953125,5.96875,2.015625,[2586],[2919],"[""Ġcountry""]","[""Ġregion""]",1,1,3.09375,3.28125,43.25,46.0,14,14,0.1875,-3.09375,-3.28125,0.1875
31,prolex,"To sum up, their involvement at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their **involvement**.","To sum up, their participation at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their **involvement**.","To sum up, their "," at school, the fact that there are more and more distractions and finally that the actions taken by the community may not interest young people can affect their **involvement**.",involvement,participation,-7.65625,-8.0625,7.65625,8.0625,0.40625,[10171],[11497],"[""Ġinvolvement""]","[""Ġparticipation""]",1,1,3.96875,4.0625,159.0,162.0,40,40,0.09375,-3.96875,-4.0625,0.09375
32,prolex,"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and pleasant places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and ", places and he will help me to take a good picture of our friends.,nice,pleasant,-4.21875,-6.15625,4.21875,6.15625,1.9375,[5322],[17127],"[""Ġnice""]","[""Ġpleasant""]",1,1,3.21875,3.28125,83.5,85.5,26,26,0.0625,-3.21875,-3.28125,0.0625
33,prolex,"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and lovely places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and ", places and he will help me to take a good picture of our friends.,nice,lovely,-4.21875,-6.53125,4.21875,6.53125,2.3125,[5322],[13491],"[""Ġnice""]","[""Ġlovely""]",1,1,3.21875,3.328125,83.5,86.5,26,26,0.109375,-3.21875,-3.328125,0.109375
34,prolex,"Third, the tour guide will take me to good and nice places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and delightful places and he will help me to take a good picture of our friends.","Third, the tour guide will take me to good and ", places and he will help me to take a good picture of our friends.,nice,delightful,-4.21875,-8.625,4.21875,8.625,4.40625,[5322],[34668],"[""Ġnice""]","[""Ġdelightful""]",1,1,3.21875,3.421875,83.5,89.0,26,26,0.203125,-3.21875,-3.421875,0.203125
35,prolex,But i do believe that the most difficult thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most challenging thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most , thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,difficult,challenging,-4.53125,-5.65625,4.53125,5.65625,1.125,[2834],[11132],"[""Ġdifficult""]","[""Ġchallenging""]",1,1,3.453125,3.5625,100.0,103.5,29,29,0.109375,-3.453125,-3.5625,0.109375
36,prolex,But i do believe that the most difficult thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most tough thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most , thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,difficult,tough,-4.53125,-8.8125,4.53125,8.8125,4.28125,[2834],[10458],"[""Ġdifficult""]","[""Ġtough""]",1,1,3.453125,3.703125,100.0,107.5,29,29,0.25,-3.453125,-3.703125,0.25
37,prolex,But i do believe that the most difficult thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most hard thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,But i do believe that the most , thing is to be young because it implies a lot of problems and questions for whose we are not always ready.,difficult,hard,-4.53125,-7.46875,4.53125,7.46875,2.9375,[2834],[1892],"[""Ġdifficult""]","[""Ġhard""]",1,1,3.453125,3.59375,100.0,104.0,29,29,0.140625,-3.453125,-3.59375,0.140625
38,prolex,Twenty years ago there were fewer cars: this is a sign of our economic and technological improvement but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological advancement but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological , but this **improvement** has caused us a lot of problems that were unthought years ago.,improvement,advancement,-5.3125,-3.5625,5.3125,3.5625,-1.75,[7756],[32992],"[""Ġimprovement""]","[""Ġadvancement""]",1,1,3.484375,3.515625,129.0,130.0,37,37,0.03125,-3.484375,-3.515625,0.03125
39,prolex,Twenty years ago there were fewer cars: this is a sign of our economic and technological improvement but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological progress but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological , but this **improvement** has caused us a lot of problems that were unthought years ago.,improvement,progress,-5.3125,-0.93359375,5.3125,0.93359375,-4.37890625,[7756],[4780],"[""Ġimprovement""]","[""Ġprogress""]",1,1,3.484375,3.453125,129.0,127.5,37,37,-0.03125,-3.484375,-3.453125,-0.03125
40,prolex,Twenty years ago there were fewer cars: this is a sign of our economic and technological improvement but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological development but this **improvement** has caused us a lot of problems that were unthought years ago.,Twenty years ago there were fewer cars: this is a sign of our economic and technological , but this **improvement** has caused us a lot of problems that were unthought years ago.,improvement,development,-5.3125,-2.3125,5.3125,2.3125,-3.0,[7756],[2440],"[""Ġimprovement""]","[""Ġdevelopment""]",1,1,3.484375,3.484375,129.0,129.0,37,37,0.0,-3.484375,-3.484375,0.0
41,prolex,"This is the best part, because it helps to build the answers in regard to the facts.","This is the best part, because it helps to build the answers in relation to the facts.","This is the best part, because it helps to build the answers in ", to the facts.,regard,relation,-9.625,-7.6875,9.625,7.6875,-1.9375,[2743],[5886],"[""Ġregard""]","[""Ġrelation""]",1,1,3.640625,3.4375,65.5,62.0,18,18,-0.203125,-3.640625,-3.4375,-0.203125
42,prolex,"This is the best part, because it helps to build the answers in regard to the facts.","This is the best part, because it helps to build the answers in respect to the facts.","This is the best part, because it helps to build the answers in ", to the facts.,regard,respect,-9.625,-9.625,9.625,9.625,0.0,[2743],[1675],"[""Ġregard""]","[""Ġrespect""]",1,1,3.640625,3.640625,65.5,65.5,18,18,0.0,-3.640625,-3.640625,0.0
43,prolex,"This is the best part, because it helps to build the answers in regard to the facts.","This is the best part, because it helps to build the answers in reference to the facts.","This is the best part, because it helps to build the answers in ", to the facts.,regard,reference,-9.625,-8.875,9.625,8.875,-0.75,[2743],[3806],"[""Ġregard""]","[""Ġreference""]",1,1,3.640625,3.53125,65.5,63.5,18,18,-0.109375,-3.640625,-3.53125,-0.109375
44,prolex,"This is the best part, because it helps to build the answers in regard to the facts.","This is the best part, because it helps to build the answers in consideration to the facts.","This is the best part, because it helps to build the answers in ", to the facts.,regard,consideration,-9.625,-11.0,9.625,11.0,1.375,[2743],[8180],"[""Ġregard""]","[""Ġconsideration""]",1,1,3.640625,3.78125,65.5,68.0,18,18,0.140625,-3.640625,-3.78125,0.140625
45,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another example of honest advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",Another example of ," advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,honest,-10.125,-11.375,10.125,11.375,1.25,[4344],[8274],"[""Ġfair""]","[""Ġhonest""]",1,1,4.40625,4.40625,203.0,202.0,46,46,0.0,-4.40625,-4.40625,0.0
46,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another example of equitable advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",Another example of ," advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,equitable,-10.125,-12.0,10.125,12.0,1.875,[4344],[23720],"[""Ġfair""]","[""Ġequitable""]",1,1,4.40625,4.59375,203.0,212.0,46,46,0.1875,-4.40625,-4.59375,0.1875
47,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another example of just advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",Another example of ," advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,just,-10.125,-7.125,10.125,7.125,-3.0,[4344],[816],"[""Ġfair""]","[""Ġjust""]",1,1,4.40625,4.46875,203.0,206.0,46,46,0.0625,-4.40625,-4.46875,0.0625
48,prolex,"Another example of fair advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.","Another example of ethical advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",Another example of ," advertising is studying the trends and behaviour of consumers (e. g. packing children's toys in bright colored boxes), and we shall not consider this a method of manipulation whereas no false information was mentioned about this product.",fair,ethical,-10.125,-9.0625,10.125,9.0625,-1.0625,[4344],[16289],"[""Ġfair""]","[""Ġethical""]",1,1,4.40625,4.34375,203.0,200.0,46,46,-0.0625,-4.40625,-4.34375,-0.0625
49,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some items because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some , because if there were no advertisements then nobody would know that there is a new product on the market.,articles,items,-8.1875,-5.90625,8.1875,5.90625,-2.28125,[7774],[4957],"[""Ġarticles""]","[""Ġitems""]",1,1,2.8125,2.75,98.5,96.0,35,35,-0.0625,-2.8125,-2.75,-0.0625
50,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some products because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some , because if there were no advertisements then nobody would know that there is a new product on the market.,articles,products,-8.1875,-3.484375,8.1875,3.484375,-4.703125,[7774],[3580],"[""Ġarticles""]","[""Ġproducts""]",1,1,2.8125,2.578125,98.5,90.0,35,35,-0.234375,-2.8125,-2.578125,-0.234375
51,prolex,Sometimes it seems to be better to have an advertisement in a newspaper for some articles because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some goods because if there were no advertisements then nobody would know that there is a new product on the market.,Sometimes it seems to be better to have an advertisement in a newspaper for some , because if there were no advertisements then nobody would know that there is a new product on the market.,articles,goods,-8.1875,-5.21875,8.1875,5.21875,-2.96875,[7774],[10229],"[""Ġarticles""]","[""Ġgoods""]",1,1,2.8125,2.640625,98.5,92.5,35,35,-0.171875,-2.8125,-2.640625,-0.171875
52,prolex,"For example, I love going to the cinema and obviously to do that I have to know what is on in the day I want to go to ; I must have an idea of which film I'm going to watch.","For example, I love going to the cinema and obviously to do that I have to know what is on in the day I want to go to ; I must have an idea of which movie I'm going to watch.","For example, I love going to the cinema and obviously to do that I have to know what is on in the day I want to go to ; I must have an idea of which ", I'm going to watch.,film,movie,-2.71875,-3.09375,2.71875,3.09375,0.375,[3085],[6440],"[""Ġfilm""]","[""Ġmovie""]",1,1,2.765625,2.78125,119.0,119.5,43,43,0.015625,-2.765625,-2.78125,0.015625
53,prolex,"Firstly, by understanding ideas and concepts you keep a critical view on the world.","Firstly, by understanding ideas and concepts you keep a critical perspective on the world.","Firstly, by understanding ideas and concepts you keep a critical ", on the world.,view,perspective,-4.1875,-3.171875,4.1875,3.171875,-1.015625,[1859],[8668],"[""Ġview""]","[""Ġperspective""]",1,1,3.984375,3.90625,63.75,62.5,16,16,-0.078125,-3.984375,-3.90625,-0.078125
54,prolex,"Firstly, by understanding ideas and concepts you keep a critical view on the world.","Firstly, by understanding ideas and concepts you keep a critical outlook on the world.","Firstly, by understanding ideas and concepts you keep a critical ", on the world.,view,outlook,-4.1875,-5.75,4.1875,5.75,1.5625,[1859],[29338],"[""Ġview""]","[""Ġoutlook""]",1,1,3.984375,4.03125,63.75,64.5,16,16,0.046875,-3.984375,-4.03125,0.046875
55,prolex,"Firstly, by understanding ideas and concepts you keep a critical view on the world.","Firstly, by understanding ideas and concepts you keep a critical stance on the world.","Firstly, by understanding ideas and concepts you keep a critical ", on the world.,view,stance,-4.1875,-6.125,4.1875,6.125,1.9375,[1859],[22567],"[""Ġview""]","[""Ġstance""]",1,1,3.984375,4.125,63.75,66.0,16,16,0.140625,-3.984375,-4.125,0.140625
56,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to characterizing the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to ", the complex reality.,defining,characterizing,-9.5,-13.3125,9.5,13.3125,3.8125,[13947],[39330],"[""Ġdefining""]","[""Ġcharacterizing""]",1,1,3.71875,3.765625,126.5,128.0,34,34,0.046875,-3.71875,-3.765625,0.046875
58,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to describing the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to ", the complex reality.,defining,describing,-9.5,-7.65625,9.5,7.65625,-1.84375,[13947],[12930],"[""Ġdefining""]","[""Ġdescribing""]",1,1,3.71875,3.625,126.5,123.0,34,34,-0.09375,-3.71875,-3.625,-0.09375
59,prolex,"There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to defining the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to specifying the complex reality.","There are two main reasons; One is that modern society needs someone who has multiple backgrounds, and the other is that one specific academic subject is limited to ", the complex reality.,defining,specifying,-9.5,-11.9375,9.5,11.9375,2.4375,[13947],[31238],"[""Ġdefining""]","[""Ġspecifying""]",1,1,3.71875,3.859375,126.5,131.0,34,34,0.140625,-3.71875,-3.859375,0.140625
60,prolex,"The most popular author, named Steve King is known for horror stories.","The most popular author, named Steve King is known for horror tales.","The most popular author, named Steve King is known for horror ",.,stories,tales,-2.65625,-5.34375,2.65625,5.34375,2.6875,[6281],[25970],"[""Ġstories""]","[""Ġtales""]",1,1,4.5625,4.78125,59.25,62.0,13,13,0.21875,-4.5625,-4.78125,0.21875
65,prolex,"I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to apply those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.","I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to utilize those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",I am not saying that learning facts are not important in students' careers infact once they understand the ideas then they will start to ," those concepts but since the beginning of their student career they really need to absorbmore ideas that they can even support, as much as possible i mean.",apply,utilize,-2.015625,-6.25,2.015625,6.25,4.234375,[4647],[16584],"[""Ġapply""]","[""Ġutilize""]",1,1,4.03125,4.09375,225.0,230.0,56,56,0.0625,-4.03125,-4.09375,0.0625
