row_idx,dataset,sentence,changed_sentence_two,target1,substitute1,target1_offset,target1_end,target2,substitute2,target2_offset,target2_end,orig1_logp,orig2_logp,orig_two_logp,ind_sub1_logp,ind_sub2_logp,sub_two_independent_logp,independent_score,seq_sub1_logp,seq_sub2_logp,sub_two_sequential_logp,sequential_score,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_sentence_avg_logp,sub_sentence_avg_logp,whole_sentence_avg_logp_score,orig1_token_ids,orig2_token_ids,ind_sub1_token_ids,ind_sub2_token_ids,seq_sub1_token_ids,seq_sub2_token_ids,orig1_tokens,orig2_tokens,ind_sub1_tokens,ind_sub2_tokens,seq_sub1_tokens,seq_sub2_tokens
12,swords,"""It amuses me. Show me around, and then I shall decide."" 
                 ""Of course, Señor Flynn.""","""It amuses me. Display me around, and subsequently I shall decide."" 
                 ""Of course, Señor Flynn.""",then,subsequently,35,39,Show,Display,15,19,-3.171875,-10.0625,-13.234375,-12.125,-13.9375,-26.0625,12.828125,-8.6875,-13.9375,-22.625,9.390625,4.42625,5.0470703125,110.65625,126.1767578125,25,25,0.6208203125000002,-4.42625,-5.0470703125,0.6208203125000002,[840],[10684],[9674],[27604],[9674],[27604],"[""Ġthen""]","[""ĠShow""]","[""Ġsubsequently""]","[""ĠDisplay""]","[""Ġsubsequently""]","[""ĠDisplay""]"
13,swords,"The part of my mind that remembered four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited too long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage.","The part of my mind that recalled four months in NorAm during the Great
                    Cleaning sent me rolling across the floor. Malaquez was not prepared for me to
                    react so quickly, or perhaps he waited very long for an expression I would not
                    have, a gesture I would not make, a poignant moment of repentence, wonder,
                    despair, or love. Had he been faster, he could have had rage.",too,very,232,235,remembered,recalled,25,35,-1.984375,-7.4375,-9.421875,-9.1875,-10.1875,-19.375,9.953125,-9.3125,-10.1875,-19.5,10.078125,3.8286308620287026,3.8844191509744395,352.2340393066406,357.36656188964844,92,92,0.05578828894573684,-3.8286308620287026,-3.8844191509744395,0.05578828894573684,[1512],[12659],[1077],[17602],[1077],[17602],"[""Ġtoo""]","[""Ġremembered""]","[""Ġvery""]","[""Ġrecalled""]","[""Ġvery""]","[""Ġrecalled""]"
14,swords,"Ralston said its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company. The battery plant, which makes rechargeable nickel cadmium and carbon zinc products, will be closed over the next year or so, a spokesman said.  

Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.","Ralston stated its restructuring costs include the phase-out of a battery facility in Greenville, N.C., the recent closing of a Hostess cake bakery in Cincinnati and a reduction in staff throughout the company. The battery plant, which create rechargeable nickel cadmium and carbon zinc products, will be closed over the next year or so, a spokesman said.  

Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.",makes,create,234,239,said,stated,8,12,-4.09375,-4.03125,-8.125,-13.6875,-7.53125,-21.21875,13.09375,-13.5625,-7.53125,-21.09375,12.96875,2.9285055095499213,3.0977684378623964,322.13560605049133,340.7545281648636,110,110,0.16926292831247514,-2.9285055095499213,-3.0977684378623964,0.16926292831247514,[2789],[753],[2794],[4767],[2794],[4767],"[""Ġmakes""]","[""Ġsaid""]","[""Ġcreate""]","[""Ġstated""]","[""Ġcreate""]","[""Ġstated""]"
15,swords,"We both thought I
                    referred to the vista. 
            
            
                 It's strange how one can write delightedly of the happier moments of life,
                    forgetting the things that one would forget by remembering fully the things one
                    would remember, and suddenly the forgotten, in revenge, rears up to savage the
                    unwary. So it was as I wrote the preceding.","We both believed I
                    referred to the vista. 
            
            
                 It's strange how one can write delightedly of the happier moments of living,
                    forgetting the things that one would forget by remembering fully the things one
                    would remember, and suddenly the forgotten, in revenge, rears up to savage the
                    unwary. So it was as I wrote the preceding.",life,living,174,178,thought,believed,8,15,-1.5859375,-5.1875,-6.7734375,-6.5625,-7.71875,-14.28125,7.5078125,-6.53125,-7.6875,-14.21875,7.4453125,4.014545486634036,4.095735480986446,333.207275390625,339.946044921875,83,83,0.08118999435240948,-4.014545486634036,-4.095735480986446,0.08118999435240948,[1495],[1869],[3811],[6566],[3811],[6566],"[""Ġlife""]","[""Ġthought""]","[""Ġliving""]","[""Ġbelieved""]","[""Ġliving""]","[""Ġbelieved""]"
16,swords,"If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I want to record. The
                    playwright in me wants every scene of our time together.","If I am not, I had the perfect mirror
                    for my narcissism. 
                 As for the issue itself, I'm no longer sure what I desire to log. The
                    playwright in me wants every scene of our time together.",record,log,154,160,want,desire,146,150,-11.0625,-1.6484375,-12.7109375,-11.125,-6.59375,-17.71875,5.0078125,-10.5,-6.59375,-17.09375,4.3828125,3.705,3.92498046875,185.25,196.2490234375,50,50,0.21998046874999977,-3.705,-3.92498046875,0.21998046874999977,[1924],[971],[2412],[8327],[2412],[8327],"[""Ġrecord""]","[""Ġwant""]","[""Ġlog""]","[""Ġdesire""]","[""Ġlog""]","[""Ġdesire""]"
17,swords,"Malaquez answered the door in blood-red pajamas and a black silk robe. Sixty
                    years ago in a similar situation, I had broken my knuckles on someone's face. I
                    merely said, ""Is Tasha here?""","Malaquez answered the door in blood-red pajamas and a dark silk robe. Sixty
                    years ago in a similar situation, I had damage my knuckles on someone's face. I
                    merely said, ""Is Tasha here?""",broken,damage,137,143,black,dark,54,59,-7.1875,-2.953125,-10.140625,-16.25,-5.0625,-21.3125,11.171875,-16.25,-5.09375,-21.34375,11.203125,3.7002446009562564,3.8807443380355835,192.41271924972534,201.79870557785034,52,52,0.1804997370793271,-3.7002446009562564,-3.8807443380355835,0.1804997370793271,[7154],[2806],[4723],[3644],[4723],[3644],"[""Ġbroken""]","[""Ġblack""]","[""Ġdamage""]","[""Ġdark""]","[""Ġdamage""]","[""Ġdark""]"
19,swords,"Stepping into the living room, he said, ""A beautiful house."" 
                 ""I'm glad you came after dark."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints.","Stepping into the living room, he stated, ""A beautiful house."" 
                 ""I'm glad you came after dusk."" 
                 Tasha, by accident or design, had found an innocently erotic posture on the
                    couch, where she lay with a book of M'duvian prints.",dark,dusk,104,108,said,stated,34,38,-6.21875,-5.3125,-11.53125,-10.3125,-9.4375,-19.75,8.21875,-10.6875,-9.4375,-20.125,8.59375,3.9996145925214215,4.147497361706149,247.97610473632812,257.14483642578125,62,62,0.14788276918472754,-3.9996145925214215,-4.147497361706149,0.14788276918472754,[3644],[753],[47619],[4767],[47619],[4767],"[""Ġdark""]","[""Ġsaid""]","[""Ġdusk""]","[""Ġstated""]","[""Ġdusk""]","[""Ġstated""]"
20,swords,"No. I abandoned these notes to my future self to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he needed them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding.","No. I abandoned these notes to my future ego to have the wipe done immediately,
                    thinking that Bernardo Flynn should receive such services when he require them,
                    even should the need arise at the third hour after midnight. My mindsmith is not
                    so understanding.",needed,require,167,173,self,ego,41,45,-4.03125,-0.07568359375,-4.10693359375,-12.875,-10.4375,-23.3125,19.20556640625,-12.6875,-10.4375,-23.125,19.01806640625,4.634319305419922,4.927954537527902,259.5218811035156,275.9654541015625,56,56,0.29363523210798004,-4.634319305419922,-4.927954537527902,0.29363523210798004,[3058],[1881],[2430],[23057],[2430],[23057],"[""Ġneeded""]","[""Ġself""]","[""Ġrequire""]","[""Ġego""]","[""Ġrequire""]","[""Ġego""]"
21,swords,"Probably not. But it is something marvelous and rare, which is surely a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez.","Probably not. But it is something marvelous and uncommon, which is clearly a
                    sign of love. 
                 If my love for her was the only important thing, I would leave a holo of her
                    with a note: ""Dear Future, this is Tasha Cortez.",surely,clearly,63,69,rare,uncommon,48,52,-6.71875,-4.78125,-11.5,-7.90625,-7.28125,-15.1875,3.6875,-7.90625,-7.28125,-15.1875,3.6875,3.7908832097457625,3.8229442531779663,223.662109375,225.5537109375,59,59,0.03206104343220373,-3.7908832097457625,-3.8229442531779663,0.03206104343220373,[13353],[7520],[4518],[24666],[4518],[24666],"[""Ġsurely""]","[""Ġrare""]","[""Ġclearly""]","[""Ġuncommon""]","[""Ġclearly""]","[""Ġuncommon""]"
22,swords,"""Results, Harmon?"" she suppressed the surge of annoyance that ran through her as
she contemplated the psi's gift of getting all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration.","""Results, Harmon?"" she repressed the surge of annoyance that ran through her as
she contemplated the psi's gift of obtain all the hot news first.

Harmon's face slowly animated - joy sweeping in to replace stern concentration.",getting,obtain,116,123,suppressed,repressed,23,33,-9.0,-12.3125,-21.3125,-14.3125,-14.0,-28.3125,7.0,-14.25,-14.0,-28.25,6.9375,4.723619384765625,5.088084716796875,236.18096923828125,254.40423583984375,50,50,0.36446533203124964,-4.723619384765625,-5.088084716796875,0.36446533203124964,[2970],[16013],[4044],[47960],[4044],[47960],"[""Ġgetting""]","[""Ġsuppressed""]","[""Ġobtain""]","[""Ġrepressed""]","[""Ġobtain""]","[""Ġrepressed""]"
23,swords,"The rental
                    agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive
                    either. She said, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.","The rental
                    agent, an attractive N'apulcan called Tasha Cortez, was not mood-sensitive
                    either. She state, ""It's beautiful, isn't it, Señor Flynn?"" 
                 My instinct was to gesture curtly with a cupped hand that she lift the wind boat
                    and take me elsewhere.",said,state,137,141,named,called,62,67,-4.59375,-5.3125,-9.90625,-13.6875,-7.1875,-20.875,10.96875,-13.6875,-7.1875,-20.875,10.96875,4.404128383582746,4.614522584727113,312.693115234375,327.631103515625,71,71,0.2103942011443669,-4.404128383582746,-4.614522584727113,0.2103942011443669,[753],[4907],[1375],[1925],[1375],[1925],"[""Ġsaid""]","[""Ġnamed""]","[""Ġstate""]","[""Ġcalled""]","[""Ġstate""]","[""Ġcalled""]"
24,swords,"Intelogic Trace Inc., San Antonio, Texas, said it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help prevent Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.","Intelogic Trace Inc., San Antonio, Texas, stated it bought 2.7 million shares, or about 18%, of its common stock from an unaffiliated shareholder for $3.625 a share, or $9.9 million.  

The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2% and may help stop Martin Ackerman from making a run at the computer-services concern. Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp., an Intelogic affiliate.",prevent,stop,272,279,said,stated,42,46,-5.8125,-5.0625,-10.875,-7.125,-9.375,-16.5,5.625,-7.0,-9.375,-16.375,5.5,2.684110047387295,2.800644311748567,327.46142578125,341.6786060333252,122,122,0.11653426436127212,-2.684110047387295,-2.800644311748567,0.11653426436127212,[3657],[753],[3523],[4767],[3523],[4767],"[""Ġprevent""]","[""Ġsaid""]","[""Ġstop""]","[""Ġstated""]","[""Ġstop""]","[""Ġstated""]"
25,swords,"Tasha snatched it from him to rip away the paper. 
            
            
                 I stopped writing, and only the thought that I might miss the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.","Tasha snatched it from him to rip away the paper. 
            
            
                 I ended writing, and only the thought that I might neglect the mindwipe kept me
                    from another spree. I went walking, but after N'apulco, Rio seems no fit abode
                    for a creature of flesh.",miss,neglect,147,151,stopped,ended,96,103,-4.40625,-6.5625,-10.96875,-10.75,-8.5,-19.25,8.28125,-10.5,-8.4375,-18.9375,7.96875,4.528621897977941,4.689657772288603,307.9462890625,318.896728515625,68,68,0.16103587431066213,-4.528621897977941,-4.689657772288603,0.16103587431066213,[2985],[6331],[18369],[7402],[18369],[7402],"[""Ġmiss""]","[""Ġstopped""]","[""Ġneglect""]","[""Ġended""]","[""Ġneglect""]","[""Ġended""]"
27,swords,"Reed International PLC said that net income for the six months ended Oct. 1 slipped 5% to #89.7 million ($141.9 million), or 16 pence a share, from #94.8 million ($149.9 million), or 17.3 pence a share.  

The British paper, packaging and publishing concern, said profit from continuing lines fell 10% to #118 million from #130.6 million.","Reed International PLC stated that net earnings for the six months ended Oct. 1 slipped 5% to #89.7 million ($141.9 million), or 16 pence a share, from #94.8 million ($149.9 million), or 17.3 pence a share.  

The British paper, packaging and publishing concern, said profit from continuing lines fell 10% to #118 million from #130.6 million.",income,earnings,37,43,said,stated,23,27,-2.09375,-4.25,-6.34375,-3.40625,-8.3125,-11.71875,5.375,-3.015625,-8.25,-11.265625,4.921875,2.5903298024381143,2.681953344452247,230.5393524169922,238.69384765625,89,89,0.09162354201413292,-2.5903298024381143,-2.681953344452247,0.09162354201413292,[6021],[753],[20375],[4767],[20375],[4767],"[""Ġincome""]","[""Ġsaid""]","[""Ġearnings""]","[""Ġstated""]","[""Ġearnings""]","[""Ġstated""]"
29,swords,"The company also cited interest costs and amortization of goodwill as factors in the loss.  

A year earlier, net income was $2.1 million, or six cents a share, on revenue of $169.9 million.","The company likewise cited interest costs and amortization of goodwill as factors in the loss.  

A year earlier, net gains was $2.1 million, or six cents a share, on revenue of $169.9 million.",income,gains,114,120,also,likewise,12,16,-0.248046875,-2.921875,-3.169921875,-8.375,-8.125,-16.5,13.330078125,-7.875,-8.1875,-16.0625,12.892578125,2.2593047472895407,2.833588269292092,110.7059326171875,138.8458251953125,49,49,0.5742835220025513,-2.2593047472895407,-2.833588269292092,0.5742835220025513,[6021],[671],[15988],[21223],[15988],[21223],"[""Ġincome""]","[""Ġalso""]","[""Ġgains""]","[""Ġlikewise""]","[""Ġgains""]","[""Ġlikewise""]"
31,swords,"But knowing this did not mean I wanted it. 
                 I said, ""Truthfully."" It was the statement of a younger and crueler man than I.","But knowing this did not mean I desired it. 
                 I remark, ""Truthfully."" It was the statement of a younger and crueler man than I.",said,remark,63,67,wanted,desired,32,38,-5.125,-4.0625,-9.1875,-14.3125,-8.0,-22.3125,13.125,-12.9375,-8.0625,-21.0,11.8125,3.6029829545454546,3.983664772727273,118.8984375,131.4609375,33,33,0.38068181818181834,-3.6029829545454546,-3.983664772727273,0.38068181818181834,[753],[3078],[7579],[6799],[7579],[6799],"[""Ġsaid""]","[""Ġwanted""]","[""Ġremark""]","[""Ġdesired""]","[""Ġremark""]","[""Ġdesired""]"
32,swords,"""Tell me, Malaquez."" 
                 ""She wanted to be famous. She did!","""Tell me, Malaquez."" 
                 ""She desired to be recognized. She did!",famous,recognized,57,63,wanted,desired,44,50,-6.125,-5.21875,-11.34375,-7.8125,-10.0625,-17.875,6.53125,-7.0625,-10.0,-17.0625,5.71875,4.9115953947368425,5.3589638157894735,93.3203125,101.8203125,19,19,0.44736842105263097,-4.9115953947368425,-5.3589638157894735,0.44736842105263097,[8530],[3078],[7478],[6799],[7478],[6799],"[""Ġfamous""]","[""Ġwanted""]","[""Ġrecognized""]","[""Ġdesired""]","[""Ġrecognized""]","[""Ġdesired""]"
33,swords,"He began to cry. ""She left. Earlier this morning --""","He started to cry. ""She withdraw. Earlier this morning --""",left,withdraw,22,26,began,started,3,8,-5.21875,-6.875,-12.09375,-14.4375,-5.96875,-20.40625,8.3125,-14.8125,-6.0,-20.8125,8.71875,4.114483173076923,5.245793269230769,53.48828125,68.1953125,13,13,1.1313100961538458,-4.114483173076923,-5.245793269230769,1.1313100961538458,[1669],[3407],[10687],[3053],[10687],[3053],"[""Ġleft""]","[""Ġbegan""]","[""Ġwithdraw""]","[""Ġstarted""]","[""Ġwithdraw""]","[""Ġstarted""]"
34,swords,"(I do
                    not remember any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the last act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.","(I do
                    not recall any of this well, just now, nor do I care to. Those who are truly
                    curious may look at the ultimate act of ""Captured Moments."") I remember suggesting,
                    with characteristic tact, that she add Emil to her small list of major
                    accomplishments.",last,ultimate,149,153,remember,recall,30,38,-6.0625,-5.5,-11.5625,-11.25,-7.25,-18.5,6.9375,-11.25,-7.25,-18.5,6.9375,3.7870357900426006,3.9237553140391475,261.30546951293945,270.7391166687012,69,69,0.13671952399654685,-3.7870357900426006,-3.9237553140391475,0.13671952399654685,[1390],[4456],[12553],[6983],[12553],[6983],"[""Ġlast""]","[""Ġremember""]","[""Ġultimate""]","[""Ġrecall""]","[""Ġultimate""]","[""Ġrecall""]"
37,swords,"And Tasha? I could say that I did not dare to take responsibility for her fate.
                    I could say that I chose out of consideration for her desire for fame; some
                    critics already say ""Waking With Tasha"" is Malaquez's finest work.","And Tasha? I could say that I did not dare to take accountability for her fate.
                    I could say that I selected out of consideration for her desire for fame; some
                    critics already say ""Waking With Tasha"" is Malaquez's finest work.",responsibility,accountability,51,65,chose,selected,119,124,-6.3125,-6.59375,-12.90625,-11.1875,-10.375,-21.5625,8.65625,-11.1875,-10.3125,-21.5,8.59375,4.159830729166667,4.42260313870614,237.1103515625,252.08837890625,57,57,0.26277240953947345,-4.159830729166667,-4.42260313870614,0.26277240953947345,[8294],[9703],[30990],[4236],[30990],[4236],"[""Ġresponsibility""]","[""Ġchose""]","[""Ġaccountability""]","[""Ġselected""]","[""Ġaccountability""]","[""Ġselected""]"
